order_id,user_id,session_id,order_amount,category,order_timestamp
O00000381,U0091228,S00006314,"? 1,717",fashion,13-02-2024 06:19
O00000382,U0091228,S00006349,"? 1,642",fashion,13-01-2024 16:14
O00000383,U0091228,S00006350,"? 5,000",grocery,22-02-2023 10:59
O00000384,U0091228,S00006370,"? 2,353",electronics,03-08-2023 22:18
O00000385,U0091228,S00006393,"? 1,740",electronics,10-01-2023 08:36
O00000386,U0091228,S00006405,"? 1,725",grocery,16-11-2023 23:17
O00000387,U0091228,S00006411,"? 2,673",sports,21-10-2023 23:24
O00000388,U0091228,S00006450,"? 3,472",toys,17-02-2024 16:45
O00000389,U0050228,S00006451,"? 1,510",electronics,01-04-2023 07:56
O00000390,U0091228,S00006481,"? 1,619",grocery,29-08-2023 18:32
O00000391,U0091228,S00006486,"? 1,787",electronics,27-10-2023 23:12
O00000392,U0091228,S00006525,"? 2,036",grocery,01-03-2023 22:15
O00000393,U0091228,S00006526,"? 3,262",electronics,05-09-2023 01:45
O00000394,U0091228,S00006532,"? 2,493",grocery,17-07-2023 11:12
O00000395,U0091228,S00006556,"? 3,795",beauty,24-02-2024 08:01
O00000396,U0091228,S00006574,"? 4,783",fashion,03-08-2023 15:33
O00000397,U0091228,S00006579,"? 2,082",home_decor,26-05-2023 14:28
O00000398,U0091228,S00006590,"? 3,331",home_decor,09-03-2023 18:10
O00000399,U0091228,S00006634,"? 2,399",grocery,20-05-2024 18:00
O00000400,U0091228,S00006654,"? 1,152",beauty,13-11-2023 00:13
O00000401,U0091228,S00006662,"? 2,632",fashion,24-03-2023 00:16
O00000402,U0091228,S00006666,"? 1,416",electronics,16-07-2023 11:34
O00000403,U0091228,S00006671,? 968,grocery,17-11-2023 16:44
O00000404,U0091228,S00006675,"? 1,040",fashion,01-05-2024 04:41
O00000405,U0091228,S00006679,"? 2,461",home_decor,04-12-2023 18:37
O00000406,U0091228,S00006687,"? 3,376",home_decor,14-09-2023 23:12
O00000407,U0091228,S00006689,"? 2,465",electronics,05-12-2023 20:01
O00000408,U0091228,S00006717,"? 3,735",grocery,03-07-2023 05:03
O00000409,U0091228,S00006721,"? 3,803",electronics,28-05-2023 17:11
O00000410,U0091228,S00006739,? 773,beauty,23-05-2023 20:40
O00000411,U0091228,S00006755,"? 2,034",fashion,01-07-2023 08:35
O00000412,U0091228,S00006778,"? 1,611",electronics,16-09-2023 17:23
O00000413,U0009744,S00006779,"? 1,168",fashion,24-04-2023 05:56
O00000414,U0091228,S00006784,"? 2,416",fashion,07-04-2024 19:50
O00000415,U0091228,S00006786,"? 2,456",beauty,22-01-2023 11:02
O00000416,U0063655,S00006815,"? 1,703",fashion,21-05-2023 18:02
O00000417,U0091228,S00006829,"? 2,059",fashion,06-01-2024 23:20
O00000418,U0091228,S00006831,"? 2,946",fashion,08-04-2023 02:21
O00000419,U0091228,S00006864,"? 3,344",fashion,17-09-2023 19:00
O00000420,U0091228,S00006870,"? 2,352",grocery,02-02-2024 00:15
O00000421,U0091228,S00006876,"? 1,613",fashion,04-08-2023 09:06
O00000422,U0039168,S00006881,"? 2,987",electronics,25-06-2024 01:05
O00000423,U0091228,S00006913,"? 2,750",grocery,13-08-2023 23:03
O00000424,U0091228,S00006931,"? 1,995",home_decor,24-01-2023 16:15
O00000425,U0091228,S00006933,"? 2,758",electronics,23-01-2024 03:00
O00000426,U0091228,S00006942,"? 1,520",fashion,17-09-2023 07:24
O00000427,U0091228,S00006970,"? 2,138",beauty,19-03-2023 11:41
O00000428,U0093578,S00007065,"? 4,897",electronics,03-05-2023 18:47
O00000429,U0074716,S00007073,"? 1,301",fashion,01-03-2024 04:40
O00000430,U0091228,S00007104,"? 2,580",fashion,30-11-2023 12:05
O00000431,U0091228,S00007107,"? 1,191",books,22-01-2024 06:19
O00000432,U0091228,S00007146,"? 3,429",electronics,02-02-2024 05:57
O00000433,U0091228,S00007166,"? 3,055",electronics,05-03-2024 23:12
O00000434,U0050228,S00007182,"? 1,072",fashion,31-05-2023 04:19
O00000435,U0091228,S00007263,"? 4,193",fashion,12-05-2024 20:34
O00000436,U0091228,S00007290,"? 2,882",electronics,16-09-2023 20:52
O00000437,U0091228,S00007419,"? 1,765",grocery,19-10-2023 04:00
O00000438,U0091228,S00007425,"? 1,889",grocery,12-10-2023 13:28
O00000439,U0091228,S00007447,"? 1,778",electronics,20-02-2023 09:04
O00000440,U0091228,S00007465,"? 1,926",fashion,07-03-2023 06:28
O00000441,U0091228,S00007505,"? 3,316",beauty,22-01-2024 20:54
O00000442,U0091228,S00007577,"? 2,093",fashion,23-11-2023 05:16
O00000443,U0091228,S00007586,"? 3,032",beauty,29-03-2024 11:33
O00000444,U0091228,S00007614,"? 1,953",grocery,15-01-2024 08:41
O00000445,U0091228,S00007616,"? 3,995",grocery,31-10-2023 18:52
O00000446,U0091228,S00007643,"? 2,514",beauty,19-02-2023 00:32
O00000447,U0091228,S00007660,"? 1,472",electronics,23-05-2024 21:56
O00000448,U0091228,S00007662,"? 4,155",fashion,21-03-2024 12:45
O00000449,U0091228,S00007727,"? 2,982",home_decor,28-01-2023 20:56
O00000450,U0091228,S00007754,"? 1,980",beauty,23-06-2024 20:52
O00000451,U0031031,S00007760,"? 1,776",fashion,06-12-2023 21:26
O00000452,U0091228,S00007768,"? 1,716",beauty,01-01-2024 00:35
O00000453,U0084997,S00007843,"? 1,975",grocery,26-05-2024 08:37
O00000454,U0091228,S00007844,"? 1,704",electronics,02-08-2023 07:49
O00000455,U0091228,S00007845,"? 1,684",fashion,20-02-2023 20:41
O00000456,U0091228,S00007849,"? 1,824",grocery,05-02-2023 21:55
O00000457,U0091228,S00007874,"? 1,265",electronics,03-01-2024 06:43
O00000458,U0091228,S00007878,"? 1,637",electronics,06-05-2024 21:11
O00000459,U0091228,S00007916,"? 1,164",toys,22-01-2024 22:25
O00000460,U0091228,S00007935,"? 1,214",electronics,01-01-2023 05:10
O00000461,U0091228,S00007949,"? 1,179",fashion,23-05-2024 23:30
O00000462,U0091228,S00007956,"? 1,261",fashion,08-07-2023 09:07
O00000463,U0091228,S00007971,"? 1,323",toys,02-11-2023 21:53
O00000464,U0091228,S00008017,"? 2,585",fashion,25-04-2024 00:36
O00000465,U0091228,S00008054,"? 4,175",beauty,03-03-2023 22:37
O00000466,U0091228,S00008135,"? 4,435",sports,29-01-2023 18:12
O00000467,U0009946,S00008137,"? 2,208",electronics,19-04-2024 12:08
O00000468,U0091228,S00008154,"? 1,724",books,05-03-2024 02:52
O00000469,U0091228,S00008166,"? 2,105",grocery,13-04-2024 11:24
O00000470,U0091228,S00008169,"? 2,872",fashion,16-02-2024 10:09
O00000471,U0091228,S00008178,"? 1,762",electronics,06-03-2024 20:37
O00000472,U0009232,S00008193,"? 1,261",sports,15-12-2023 16:51
O00000473,U0091228,S00008211,"? 1,526",books,10-08-2023 21:31
O00000474,U0091228,S00008240,"? 2,637",grocery,16-03-2023 17:21
O00000475,U0091228,S00008242,"? 3,074",home_decor,23-12-2023 01:01
O00000476,U0091228,S00008247,"? 2,427",electronics,18-07-2023 08:50
O00000477,U0091228,S00008275,"? 1,920",electronics,25-02-2024 01:25
O00000478,U0091228,S00008278,"? 3,696",electronics,01-11-2023 16:37
O00000479,U0091228,S00008279,"? 1,664",fashion,13-06-2023 01:29
O00000480,U0091228,S00008288,"? 3,973",beauty,17-04-2023 05:00
O00000481,U0091228,S00008315,"? 1,399",fashion,20-04-2024 17:01
O00000482,U0091228,S00008370,"? 1,645",books,20-05-2023 23:28
O00000483,U0091228,S00008394,"? 2,241",electronics,21-07-2023 16:28
O00000484,U0091228,S00008423,"? 4,386",fashion,25-02-2024 02:03
O00000485,U0091228,S00008437,"? 1,538",beauty,14-08-2023 20:27
O00000486,U0091228,S00008439,"? 2,065",beauty,28-01-2023 19:17
O00000487,U0091228,S00008446,"? 2,022",home_decor,06-05-2024 23:20
O00000488,U0091228,S00008469,"? 4,350",electronics,12-07-2023 05:31
O00000489,U0091228,S00008494,"? 3,569",fashion,16-01-2024 06:24
O00000490,U0091228,S00008504,"? 3,706",electronics,02-03-2023 11:01
O00000491,U0091228,S00008519,"? 1,298",grocery,27-01-2023 14:11
O00000492,U0091228,S00008556,"? 1,316",grocery,09-01-2024 20:09
O00000493,U0091228,S00008558,"? 1,060",fashion,02-03-2023 15:00
O00000494,U0091228,S00008559,"? 2,353",electronics,08-03-2023 21:25
O00000495,U0091228,S00008571,"? 1,956",electronics,20-08-2023 00:42
O00000496,U0091228,S00008580,"? 3,118",grocery,23-01-2024 06:52
O00000497,U0091228,S00008592,"? 2,271",grocery,24-06-2023 09:02
O00000498,U0091228,S00008621,"? 2,750",fashion,13-04-2023 03:04
O00000499,U0091228,S00008654,"? 2,889",sports,27-09-2023 18:31
O00000500,U0091228,S00008657,? 990,fashion,31-10-2023 12:48
O00000501,U0091228,S00008705,"? 1,642",fashion,11-01-2023 00:45
O00000502,U0091228,S00008713,"? 3,291",grocery,30-11-2023 11:46
O00000503,U0091228,S00008736,"? 1,665",toys,12-09-2023 19:20
O00000504,U0091228,S00008742,"? 2,369",electronics,06-03-2024 21:06
O00000505,U0057134,S00008777,"? 3,063",electronics,13-06-2024 01:46
O00000506,U0091228,S00008780,"? 2,404",fashion,17-01-2024 04:37
O00000507,U0091228,S00008791,"? 1,188",electronics,06-05-2024 09:01
O00000508,U0091228,S00008802,"? 2,775",electronics,28-08-2023 20:51
O00000509,U0091228,S00008818,"? 1,266",fashion,16-06-2024 13:05
O00000510,U0091228,S00008841,"? 1,753",fashion,21-08-2023 06:35
O00000511,U0091228,S00008842,"? 3,533",electronics,06-08-2023 07:01
O00000512,U0091228,S00008849,"? 3,197",grocery,08-04-2024 07:47
O00000513,U0091228,S00008865,"? 2,299",electronics,05-04-2023 19:33
O00000514,U0091228,S00008866,"? 1,615",beauty,20-06-2024 11:34
O00000515,U0091228,S00008871,"? 1,470",sports,14-02-2023 20:39
O00000516,U0091228,S00008872,"? 2,978",toys,09-02-2023 18:09
O00000517,U0091228,S00008893,"? 2,945",home_decor,05-07-2023 11:12
O00000518,U0009946,S00008911,"? 2,280",electronics,13-05-2023 03:22
O00000519,U0091228,S00008922,? 943,books,07-10-2023 21:21
O00000520,U0091228,S00008929,"? 1,478",fashion,13-12-2023 09:47
O00000521,U0091228,S00008939,"? 1,377",beauty,01-09-2023 13:26
O00000522,U0091228,S00008961,"? 2,733",fashion,17-04-2023 12:03
O00000523,U0091228,S00008971,"? 2,111",electronics,21-01-2024 10:42
O00000524,U0091228,S00008973,"? 4,102",electronics,04-09-2023 07:20
O00000525,U0091228,S00009102,"? 2,639",home_decor,02-05-2024 20:13
O00000526,U0091228,S00009122,"? 1,364",fashion,07-10-2023 18:52
O00000527,U0091228,S00009132,"? 1,039",toys,03-04-2023 09:11
O00000528,U0047844,S00009154,"? 1,541",fashion,23-05-2024 07:36
O00000529,U0091228,S00009166,"? 2,961",beauty,15-03-2023 05:19
O00000530,U0091228,S00009204,? 683,home_decor,19-12-2023 19:26
O00000531,U0091228,S00009236,"? 2,018",toys,02-10-2023 11:26
O00000532,U0091228,S00009253,"? 1,771",electronics,11-10-2023 17:37
O00000533,U0091228,S00009254,"? 1,445",electronics,08-08-2023 19:53
O00000534,U0091228,S00009281,"? 3,691",fashion,15-04-2024 22:52
O00000535,U0091228,S00009286,"? 3,037",electronics,14-06-2023 20:50
O00000536,U0091228,S00009289,"? 1,225",electronics,29-01-2024 13:38
O00000537,U0057134,S00009310,"? 3,439",books,02-03-2023 02:04
O00000538,U0091228,S00009324,"? 2,063",grocery,03-01-2023 08:37
O00000539,U0091228,S00009346,"? 3,583",beauty,13-03-2023 15:37
O00000540,U0091228,S00009389,"? 2,049",fashion,08-04-2024 23:30
O00000541,U0091228,S00009408,"? 4,139",fashion,13-05-2023 23:18
O00000542,U0091228,S00009430,"? 2,678",sports,27-05-2024 03:23
O00000543,U0091228,S00009459,"? 4,899",fashion,09-05-2024 13:29
O00000544,U0091228,S00009467,"? 1,503",electronics,11-03-2023 06:45
O00000545,U0091228,S00009493,"? 1,011",fashion,14-06-2023 09:09
O00000546,U0091228,S00009552,"? 3,191",electronics,19-01-2024 11:32
O00000547,U0091228,S00009572,"? 3,735",toys,12-02-2023 22:51
O00000548,U0091228,S00009685,"? 2,426",home_decor,06-10-2023 10:29
O00000549,U0091228,S00009733,"? 2,775",electronics,06-05-2024 06:17
O00000550,U0091228,S00009813,"? 3,353",fashion,18-04-2024 03:50
O00000551,U0091228,S00009815,"? 3,608",electronics,03-08-2023 07:45
O00000552,U0091228,S00009927,"? 2,625",grocery,13-02-2023 07:40
O00000553,U0091228,S00009979,"? 3,714",fashion,22-03-2023 07:59
O00000554,U0091228,S00009988,"? 2,582",electronics,19-03-2023 20:44
O00000555,U0091228,S00010005,"? 3,510",fashion,02-02-2024 13:03
O00000556,U0085469,S00010007,"? 3,343",electronics,12-04-2023 05:09
O00000557,U0091228,S00010057,"? 2,051",sports,05-03-2024 23:42
O00000558,U0091228,S00010059,"? 1,453",toys,24-11-2023 21:51
O00000559,U0091228,S00010081,"? 1,474",electronics,12-06-2024 18:06
O00000560,U0091228,S00010086,"? 1,167",grocery,01-02-2024 16:41
O00000561,U0091228,S00010109,"? 3,243",fashion,19-12-2023 15:13
O00000562,U0091228,S00010110,"? 1,972",beauty,23-03-2024 06:46
O00000563,U0091228,S00010120,"? 2,051",home_decor,02-06-2023 22:05
O00000564,U0091228,S00010122,"? 1,558",grocery,17-02-2023 18:31
O00000565,U0059794,S00010126,"? 4,101",fashion,22-09-2023 15:09
O00000566,U0091228,S00010134,"? 2,071",grocery,21-12-2023 19:49
O00000567,U0091228,S00010135,"? 2,936",beauty,17-08-2023 02:03
O00000568,U0084997,S00010140,"? 2,553",electronics,16-06-2023 17:14
O00000569,U0091228,S00010149,"? 3,570",toys,02-04-2023 00:47
O00000570,U0091228,S00010181,"? 2,490",electronics,27-10-2023 00:34
O00000571,U0091228,S00010185,"? 2,472",electronics,12-11-2023 11:55
O00000572,U0091228,S00010211,"? 2,533",toys,14-01-2023 21:42
O00000573,U0091228,S00010262,"? 4,427",toys,29-09-2023 01:46
O00000574,U0091228,S00010316,"? 1,659",electronics,01-08-2023 04:41
O00000575,U0091228,S00010317,"? 2,628",sports,08-07-2023 16:51
O00000576,U0091228,S00010342,"? 3,223",home_decor,08-06-2024 13:52
O00000577,U0091228,S00010357,? 789,fashion,30-04-2024 05:57
O00000578,U0048407,S00010363,? 824,electronics,01-07-2023 16:19
O00000579,U0091257,S00010366,"? 3,283",electronics,19-10-2023 18:42
O00000580,U0091228,S00010398,"? 1,856",electronics,17-04-2024 21:52
O00000581,U0009946,S00010440,"? 2,622",electronics,08-05-2024 03:39
O00000582,U0009744,S00010450,? 524,grocery,11-02-2024 23:44
O00000583,U0091228,S00010454,"? 1,738",grocery,28-09-2023 09:06
O00000584,U0091228,S00010476,"? 4,011",fashion,08-03-2023 01:30
O00000585,U0091228,S00010491,"? 4,232",fashion,05-02-2023 09:50
O00000586,U0091228,S00010530,"? 3,643",beauty,03-04-2023 04:27
O00000587,U0091228,S00010544,"? 1,121",fashion,21-12-2023 22:33
O00000588,U0091228,S00010554,"? 2,432",home_decor,15-01-2023 05:40
O00000589,U0091228,S00010565,"? 2,561",fashion,17-08-2023 01:14
O00000590,U0091228,S00010576,"? 3,800",fashion,12-06-2024 19:14
O00000591,U0091228,S00010586,"? 1,989",electronics,10-11-2023 06:03
O00000592,U0091228,S00010587,"? 4,358",electronics,15-06-2023 11:48
O00000593,U0091228,S00010590,"? 2,635",electronics,16-04-2024 14:32
O00000594,U0091228,S00010610,"? 2,339",electronics,14-06-2024 21:13
O00000595,U0091228,S00010629,? 945,grocery,19-09-2023 01:24
O00000596,U0091228,S00010645,"? 2,451",home_decor,09-10-2023 08:33
O00000597,U0091228,S00010653,"? 3,733",books,03-06-2024 07:34
O00000598,U0091228,S00010665,"? 1,831",electronics,20-03-2024 00:04
O00000599,U0091228,S00010668,"? 2,888",beauty,11-06-2023 20:50
O00000600,U0057134,S00010669,"? 1,221",electronics,16-04-2023 04:10
O00000601,U0029531,S00010688,"? 1,740",books,17-03-2023 13:07
O00000602,U0091228,S00010693,"? 1,202",toys,24-10-2023 08:30
O00000603,U0091228,S00010698,"? 1,590",electronics,10-05-2024 20:28
O00000604,U0091228,S00010720,"? 1,722",electronics,06-04-2024 16:39
O00000605,U0091228,S00010727,"? 3,810",electronics,25-05-2024 02:51
O00000606,U0091228,S00010748,"? 1,472",fashion,04-02-2023 05:02
O00000607,U0091228,S00010756,? 644,fashion,29-09-2023 11:11
O00000608,U0091228,S00010770,"? 1,893",home_decor,14-01-2023 07:19
O00000609,U0091228,S00010772,"? 2,176",beauty,05-09-2023 22:40
O00000610,U0091228,S00010786,"? 2,488",beauty,13-06-2023 10:28
O00000611,U0091228,S00010787,"? 1,959",fashion,25-04-2023 16:23
O00000612,U0091228,S00010807,"? 1,722",fashion,15-05-2023 02:55
O00000613,U0091228,S00010810,"? 2,976",beauty,06-12-2023 08:15
O00000614,U0091228,S00010813,"? 2,257",toys,30-08-2023 23:22
O00000615,U0091228,S00010818,"? 2,226",electronics,02-02-2024 20:48
O00000616,U0091228,S00010839,"? 1,970",home_decor,25-10-2023 08:36
O00000617,U0091228,S00010892,"? 1,669",grocery,20-04-2023 16:58
O00000618,U0091228,S00010916,"? 3,019",home_decor,14-02-2023 00:47
O00000619,U0091228,S00010919,"? 1,475",fashion,12-03-2023 13:48
O00000620,U0091228,S00010922,"? 3,461",fashion,11-11-2023 08:07
O00000621,U0091228,S00010963,"? 2,200",electronics,11-07-2023 05:31
O00000622,U0091228,S00010985,"? 1,396",fashion,24-06-2023 22:21
O00000623,U0091228,S00010995,"? 1,364",electronics,27-05-2023 06:41
O00000624,U0091228,S00011001,"? 4,715",fashion,01-05-2024 02:11
O00000625,U0091228,S00011027,"? 2,806",home_decor,03-12-2023 18:56
O00000626,U0091228,S00011033,"? 1,559",fashion,02-11-2023 10:48
O00000627,U0009946,S00011047,"? 1,747",fashion,20-11-2023 10:03
O00000628,U0091228,S00011059,"? 2,490",fashion,28-03-2023 18:19
O00000629,U0091228,S00011092,"? 2,491",sports,22-09-2023 01:38
O00000630,U0091228,S00011110,"? 1,412",electronics,06-05-2023 03:18
O00000631,U0091228,S00011148,"? 2,422",electronics,29-08-2023 05:33
O00000632,U0091228,S00011183,"? 1,926",beauty,28-03-2024 19:10
O00000633,U0091228,S00011184,"? 4,130",fashion,06-02-2024 11:48
O00000634,U0074716,S00011185,"? 2,590",beauty,13-11-2023 06:51
O00000635,U0091228,S00011208,"? 2,326",electronics,14-09-2023 09:08
O00000636,U0009744,S00011214,"? 1,178",home_decor,17-01-2023 03:45
O00000637,U0091228,S00011215,"? 1,959",grocery,17-01-2024 14:55
O00000638,U0091228,S00011247,"? 2,917",fashion,26-12-2023 23:43
O00000639,U0091228,S00011315,"? 1,420",fashion,18-05-2024 16:36
O00000640,U0091228,S00011318,"? 1,730",fashion,18-06-2024 03:42
O00000641,U0092853,S00011328,"? 1,716",beauty,07-02-2023 23:13
O00000642,U0074716,S00011400,"? 2,820",home_decor,23-02-2023 20:13
O00000643,U0091228,S00011408,"? 1,528",sports,27-06-2023 21:42
O00000644,U0091228,S00011424,"? 2,008",home_decor,20-06-2023 14:06
O00000645,U0091228,S00011441,"? 2,634",grocery,02-05-2024 10:29
O00000646,U0091228,S00011448,? 870,fashion,31-07-2023 21:18
O00000647,U0091228,S00011458,"? 1,992",grocery,03-07-2023 14:42
O00000648,U0091228,S00011502,"? 2,868",electronics,24-01-2023 05:29
O00000649,U0091228,S00011503,"? 1,734",grocery,11-04-2024 11:39
O00000650,U0091228,S00011522,"? 4,488",grocery,22-02-2024 22:22
O00000651,U0091228,S00011544,"? 1,432",sports,25-09-2023 22:37
O00000652,U0091228,S00011548,"? 2,230",fashion,20-01-2023 23:15
O00000653,U0091228,S00011554,"? 2,017",electronics,09-03-2024 13:57
O00000654,U0026974,S00011566,"? 3,487",grocery,18-02-2024 19:02
O00000655,U0091228,S00011586,"? 1,142",home_decor,09-02-2023 14:16
O00000656,U0091228,S00011601,"? 3,519",electronics,03-03-2024 10:11
O00000657,U0091228,S00011606,"? 2,127",beauty,15-06-2024 02:30
O00000658,U0091228,S00011611,"? 2,836",fashion,02-08-2023 19:25
O00000659,U0091228,S00011618,"? 1,937",home_decor,23-12-2023 13:55
O00000660,U0091228,S00011619,"? 2,045",grocery,26-12-2023 21:35
O00000661,U0091228,S00011626,"? 1,969",electronics,25-03-2024 14:58
O00000662,U0091228,S00011648,"? 2,936",electronics,20-04-2024 06:57
O00000663,U0085469,S00011651,"? 1,269",electronics,19-02-2024 12:47
O00000664,U0091228,S00011652,"? 1,889",electronics,31-07-2023 14:28
O00000665,U0091228,S00011658,? 714,grocery,24-01-2024 15:52
O00000666,U0091228,S00011666,"? 2,486",fashion,16-10-2023 00:48
O00000667,U0091228,S00011672,"? 3,041",home_decor,07-07-2023 21:44
O00000668,U0091228,S00011707,"? 2,029",grocery,06-06-2023 09:09
O00000669,U0091228,S00011710,"? 3,883",fashion,21-01-2023 22:06
O00000670,U0091228,S00011713,"? 2,328",electronics,13-02-2024 13:35
O00000671,U0091228,S00011715,"? 4,158",home_decor,11-09-2023 09:17
O00000672,U0091228,S00011736,"? 3,991",grocery,01-04-2024 06:07
O00000673,U0091228,S00011737,? 934,fashion,24-03-2023 21:06
O00000674,U0091228,S00011746,"? 3,756",beauty,26-05-2023 03:09
O00000675,U0091228,S00011764,"? 3,595",electronics,22-06-2023 15:31
O00000676,U0091228,S00011769,"? 1,825",beauty,24-12-2023 13:09
O00000677,U0091228,S00011771,"? 1,697",beauty,23-09-2023 09:22
O00000678,U0091228,S00011772,"? 1,430",beauty,15-04-2024 20:33
O00000679,U0091228,S00011803,"? 2,127",grocery,04-05-2023 05:35
O00000680,U0091228,S00011810,"? 3,764",beauty,01-09-2023 00:30
O00000681,U0091228,S00011872,"? 1,042",grocery,18-01-2023 05:16
O00000682,U0091228,S00011903,? 762,beauty,01-05-2024 14:36
O00000683,U0091228,S00011936,"? 1,750",fashion,02-04-2024 18:15
O00000684,U0091228,S00011963,"? 2,044",grocery,30-01-2023 06:07
O00000685,U0091228,S00011968,"? 1,727",fashion,05-02-2024 20:09
O00000686,U0091228,S00011989,"? 3,341",fashion,09-04-2023 00:57
O00000687,U0091228,S00011993,"? 2,334",fashion,27-07-2023 12:08
O00000688,U0091228,S00012011,"? 2,405",beauty,05-03-2023 04:55
O00000689,U0091228,S00012023,"? 2,613",books,08-05-2024 12:01
O00000690,U0091228,S00012030,"? 1,783",grocery,01-02-2024 11:22
O00000691,U0091228,S00012048,"? 2,785",grocery,07-03-2024 14:54
O00000692,U0091228,S00012069,"? 1,326",grocery,02-03-2023 09:19
O00000693,U0091228,S00012094,"? 1,574",grocery,27-07-2023 18:26
O00000694,U0091228,S00012106,"? 4,144",grocery,25-01-2023 20:31
O00000695,U0091228,S00012107,"? 2,821",sports,10-02-2023 22:32
O00000696,U0091228,S00012110,"? 1,986",home_decor,08-10-2023 16:11
O00000697,U0091228,S00012131,"? 1,334",electronics,16-05-2023 07:54
O00000698,U0091228,S00012137,"? 1,802",grocery,24-06-2024 04:27
O00000699,U0091228,S00012168,"? 1,518",sports,03-03-2023 20:48
O00000700,U0091228,S00012172,"? 3,000",fashion,12-11-2023 20:53
O00000701,U0091228,S00012200,"? 4,032",fashion,02-01-2023 18:53
O00000702,U0091228,S00012209,? 800,beauty,28-02-2023 20:38
O00000703,U0091228,S00012220,"? 1,316",electronics,20-12-2023 14:53
O00000704,U0091228,S00012234,"? 3,161",electronics,01-07-2023 12:35
O00000705,U0091228,S00012250,"? 1,817",grocery,12-01-2023 00:30
O00000706,U0091228,S00012278,"? 3,827",beauty,11-11-2023 13:52
O00000707,U0091228,S00012286,"? 2,871",grocery,11-08-2023 00:08
O00000708,U0091228,S00012292,"? 4,179",sports,09-02-2024 02:47
O00000709,U0091228,S00012296,"? 1,035",books,18-04-2024 18:13
O00000710,U0091228,S00012321,"? 2,998",grocery,22-07-2023 12:37
O00000711,U0091228,S00012325,"? 2,281",fashion,08-11-2023 06:59
O00000712,U0091228,S00012326,? 960,sports,17-06-2023 00:29
O00000713,U0063466,S00012327,"? 3,656",books,12-04-2023 03:02
O00000714,U0091228,S00012329,"? 1,499",electronics,09-01-2024 00:09
O00000715,U0091228,S00012352,"? 3,009",grocery,26-10-2023 23:56
O00000716,U0091228,S00012358,"? 2,734",grocery,10-04-2024 05:21
O00000717,U0091228,S00012361,"? 4,217",grocery,25-04-2023 11:12
O00000718,U0050228,S00012371,"? 3,253",grocery,02-04-2023 03:01
O00000719,U0009744,S00012384,"? 1,293",electronics,19-01-2023 06:36
O00000720,U0027286,S00012431,"? 4,704",grocery,21-12-2023 06:06
O00000721,U0091228,S00012461,"? 2,973",electronics,07-03-2024 16:49
O00000722,U0091228,S00012466,"? 2,859",grocery,26-10-2023 19:38
O00000723,U0091228,S00012475,"? 3,703",beauty,14-07-2023 19:18
O00000724,U0091228,S00012477,"? 1,250",home_decor,14-05-2023 19:56
O00000725,U0091228,S00012497,"? 3,402",books,05-03-2023 12:24
O00000726,U0091228,S00012505,"? 2,163",grocery,31-08-2023 09:39
O00000727,U0091228,S00012510,"? 4,562",beauty,10-04-2024 13:14
O00000728,U0091228,S00012513,"? 3,344",sports,20-04-2023 02:09
O00000729,U0091228,S00012520,"? 2,391",electronics,17-06-2024 17:07
O00000730,U0091228,S00012529,"? 1,631",electronics,17-02-2024 20:48
O00000731,U0091228,S00012537,"? 2,466",fashion,23-05-2024 16:03
O00000732,U0091228,S00012540,"? 1,649",books,17-02-2024 15:09
O00000733,U0091228,S00012543,"? 3,325",toys,11-04-2023 11:49
O00000734,U0091228,S00012614,"? 1,338",beauty,13-06-2024 03:53
O00000735,U0091228,S00012629,"? 4,470",beauty,05-10-2023 21:10
O00000736,U0091228,S00012633,"? 1,382",grocery,16-01-2024 05:48
O00000737,U0091228,S00012649,"? 1,100",fashion,22-04-2024 00:29
O00000738,U0091228,S00012668,"? 2,857",fashion,04-04-2023 18:35
O00000739,U0091228,S00012702,"? 1,800",home_decor,15-04-2023 12:56
O00000740,U0091228,S00012707,"? 1,853",beauty,19-01-2024 10:40
O00000741,U0091228,S00012709,"? 1,373",toys,26-04-2023 08:44
O00000742,U0091228,S00012762,? 736,fashion,02-03-2023 03:51
O00000743,U0066577,S00012776,"? 2,587",grocery,12-03-2024 14:07
O00000744,U0044265,S00012781,"? 2,733",grocery,12-05-2023 13:46
O00000745,U0091228,S00012802,"? 2,041",fashion,22-02-2024 18:16
O00000746,U0091228,S00012806,"? 3,647",beauty,15-05-2023 10:02
O00000747,U0091228,S00012810,"? 2,334",fashion,05-08-2023 07:00
O00000748,U0091228,S00012835,"? 1,657",grocery,03-11-2023 13:05
O00000749,U0091228,S00012843,"? 2,416",fashion,07-09-2023 23:54
O00000750,U0091228,S00012873,"? 2,799",beauty,28-04-2024 19:38
O00000751,U0091228,S00012886,"? 3,247",home_decor,10-02-2023 07:31
O00000752,U0091228,S00012891,"? 4,091",electronics,21-04-2024 22:40
O00000753,U0091228,S00012896,"? 1,238",grocery,25-02-2023 14:55
O00000754,U0091228,S00012907,"? 1,194",electronics,07-05-2024 20:48
O00000755,U0091228,S00012909,"? 1,365",books,12-02-2024 14:57
O00000756,U0049162,S00012929,"? 3,219",fashion,14-06-2024 16:21
O00000757,U0091228,S00012958,"? 1,275",home_decor,05-07-2023 23:21
O00000758,U0091228,S00012975,"? 3,386",fashion,22-11-2023 20:33
O00000759,U0091228,S00012979,"? 1,541",beauty,08-11-2023 20:51
