user_id,city,signup_date
U0000782,Chennai,07-09-2022
U0000783,Delhi,06-09-2022
U0000784,Bengaluru,25-12-2022
U0000785,Delhi,19-08-2022
U0000786,Bhopal,24-09-2022
U0000787,Kolkata,16-12-2021
U0000788,Hyderabad,07-10-2022
U0000789,Hyderabad,16-07-2022
U0000790,Patna,25-08-2021
U0000791,Delhi,04-08-2022
U0000792,Kolkata,27-12-2022
U0000793,Chennai,13-12-2022
U0000794,Kolkata,28-04-2021
U0000795,Mumbai,10-08-2022
U0000796,Nagpur,25-11-2022
U0000797,Visakhapatnam,04-08-2022
U0000798,Kolkata,12-06-2021
U0000799,Ahmedabad,24-12-2022
U0000800,Visakhapatnam,20-08-2022
U0000801,Ahmedabad,06-12-2022
U0000802,Delhi,17-09-2022
U0000803,Kolkata,24-06-2022
U0000804,Kolkata,13-09-2022
U0000805,Hyderabad,19-05-2021
U0000806,Ahmedabad,27-07-2022
U0000807,Visakhapatnam,15-05-2021
U0000808,Visakhapatnam,26-10-2022
U0000809,Hyderabad,29-12-2022
U0000810,Mumbai,02-12-2022
U0000811,Vadodara,19-12-2022
U0000812,Lucknow,05-05-2022
U0000813,Mumbai,25-11-2022
U0000814,Visakhapatnam,22-04-2022
U0000815,Nagpur,16-08-2022
U0000816,Chennai,19-11-2022
U0000817,Kolkata,14-07-2022
U0000818,Hyderabad,30-12-2022
U0000819,Mumbai,20-10-2022
U0000820,Bengaluru,31-03-2022
U0000821,Surat,28-04-2022
U0000822,Mumbai,26-03-2022
U0000823,Bengaluru,26-07-2022
U0000824,Hyderabad,01-08-2022
U0000825,Chennai,29-09-2022
U0000826,Bhopal,16-07-2021
U0000827,Bengaluru,13-07-2021
U0000828,Bengaluru,31-12-2022
U0000829,Ahmedabad,22-05-2021
U0000830,Hyderabad,30-12-2021
U0000831,Delhi,18-07-2022
U0000832,Hyderabad,23-10-2022
U0000833,Delhi,25-09-2022
U0000834,Delhi,27-01-2022
U0000835,Chennai,04-12-2022
U0000836,Hyderabad,11-07-2022
U0000837,Bhopal,15-11-2022
U0000838,Bengaluru,08-10-2022
U0000839,Kolkata,01-01-2023
U0000840,Pune,14-04-2021
U0000841,Mumbai,12-12-2022
U0000842,Pune,17-04-2022
U0000843,Delhi,06-08-2022
U0000844,Coimbatore,19-02-2022
U0000845,Delhi,24-08-2022
U0000846,Hyderabad,01-01-2021
U0000847,Mumbai,17-07-2022
U0000848,Agra,13-07-2022
U0000849,Chennai,02-10-2021
U0000850,Kolkata,09-11-2022
U0000851,Mumbai,12-10-2022
U0000852,Jaipur,19-06-2022
U0000853,Delhi,05-12-2022
U0000854,Indore,09-03-2022
U0000855,Delhi,24-07-2022
U0000856,Delhi,23-04-2022
U0000857,Mumbai,01-01-2021
U0000858,Hyderabad,23-02-2021
U0000859,Kolkata,17-09-2022
U0000860,Mumbai,03-11-2022
U0000861,Jaipur,04-07-2022
U0000862,Hyderabad,23-05-2022
U0000863,Chennai,31-10-2022
U0000864,Hyderabad,03-11-2022
U0000865,Hyderabad,19-11-2022
U0000866,Chennai,26-10-2021
U0000867,Delhi,13-12-2022
U0000868,Delhi,12-11-2022
U0000869,Nagpur,09-07-2022
U0000870,Patna,10-09-2022
U0000871,Bengaluru,09-12-2022
U0000872,Bengaluru,01-11-2022
U0000873,Pune,29-09-2022
U0000874,Hyderabad,07-06-2021
U0000875,Mumbai,03-10-2022
U0000876,Delhi,10-12-2022
U0000877,Ahmedabad,27-03-2021
U0000878,Pune,21-09-2022
U0000879,Mumbai,05-12-2022
U0000880,Delhi,16-07-2022
U0000881,Delhi,10-03-2022
U0000882,Pune,23-05-2022
U0000883,Mumbai,26-10-2022
U0000884,Mumbai,13-11-2022
U0000885,Surat,11-12-2021
U0000886,Delhi,24-11-2022
U0000887,Pune,22-04-2022
U0000888,Delhi,28-12-2022
U0000889,Mumbai,26-09-2022
U0000890,Delhi,01-01-2021
U0000891,Ahmedabad,05-07-2022
U0000892,Kanpur,27-10-2022
U0000893,Lucknow,30-05-2022
U0000894,Hyderabad,15-10-2022
U0000895,Pune,17-08-2021
U0000896,Delhi,14-11-2022
U0000897,Bengaluru,24-10-2022
U0000898,Indore,05-06-2022
U0000899,Mumbai,22-03-2022
U0000900,Mumbai,31-07-2022
U0000901,Delhi,01-11-2022
U0000902,Mumbai,01-08-2022
U0000903,Delhi,18-11-2022
U0000904,Kolkata,22-12-2022
U0000905,Hyderabad,05-10-2021
U0000906,Indore,05-09-2022
U0000907,Lucknow,06-09-2022
U0000908,Bengaluru,01-05-2022
U0000909,Delhi,07-08-2022
U0000910,Bengaluru,14-09-2022
U0000911,Kolkata,23-03-2022
U0000912,Delhi,08-09-2022
U0000913,Kolkata,20-10-2021
U0000914,Hyderabad,28-10-2022
U0000915,Chennai,26-12-2022
U0000916,Hyderabad,03-12-2022
U0000917,Bengaluru,28-02-2022
U0000918,Patna,19-09-2021
U0000919,Jaipur,18-12-2022
U0000920,Delhi,28-10-2021
U0000921,Nagpur,02-08-2021
U0000922,Chennai,24-04-2022
U0000923,Indore,19-04-2022
U0000924,Surat,01-01-2023
U0000925,Hyderabad,17-11-2022
U0000926,Mumbai,19-11-2022
U0000927,Delhi,29-07-2022
U0000928,Chennai,23-06-2022
U0000929,Pune,10-11-2021
U0000930,Delhi,03-09-2022
U0000931,Mumbai,29-08-2022
U0000932,Lucknow,22-12-2022
U0000933,Vadodara,01-01-2021
U0000934,Chennai,26-07-2021
U0000935,Delhi,19-12-2022
U0000936,Bengaluru,08-08-2022
U0000937,Mumbai,17-10-2022
U0000938,Bhopal,23-09-2022
U0000939,Mumbai,26-06-2022
U0000940,Kolkata,26-09-2022
U0000941,Bengaluru,31-08-2022
U0000942,Chennai,05-11-2022
U0000943,Pune,17-12-2022
U0000944,Lucknow,23-04-2022
U0000945,Delhi,08-10-2022
U0000946,Mumbai,06-12-2021
U0000947,Mumbai,28-07-2021
U0000948,Bhopal,16-12-2022
U0000949,Nagpur,08-06-2022
U0000950,Kolkata,27-02-2022
U0000951,Kolkata,28-06-2022
U0000952,Pune,22-10-2022
U0000953,Delhi,02-11-2022
U0000954,Bhopal,12-09-2022
U0000955,Hyderabad,09-11-2022
U0000956,Bengaluru,21-11-2021
U0000957,Chennai,23-12-2022
U0000958,Mumbai,11-12-2022
U0000959,Delhi,18-07-2022
U0000960,Ahmedabad,22-06-2022
U0000961,Mumbai,07-05-2022
U0000962,Kolkata,04-11-2022
U0000963,Delhi,31-10-2022
U0000964,Bengaluru,27-09-2022
U0000965,Bengaluru,14-11-2022
U0000966,Bengaluru,08-10-2022
U0000967,Ahmedabad,01-06-2022
U0000968,Bengaluru,30-08-2022
U0000969,Kolkata,30-04-2021
U0000970,Hyderabad,30-07-2022
U0000971,Pune,22-10-2022
U0000972,Visakhapatnam,26-11-2022
U0000973,Ahmedabad,18-11-2022
U0000974,Delhi,30-12-2022
U0000975,Mumbai,18-09-2022
U0000976,Delhi,01-06-2021
U0000977,Kolkata,06-04-2022
U0000978,Mumbai,29-10-2022
U0000979,Chennai,19-03-2022
U0000980,Kolkata,05-09-2021
U0000981,Bengaluru,14-06-2022
U0000982,Jaipur,25-08-2022
U0000983,Mumbai,06-12-2022
U0000984,Mumbai,18-12-2022
U0000985,Ahmedabad,18-11-2022
U0000986,Chennai,20-06-2022
U0000987,Pune,02-12-2022
U0000988,Hyderabad,17-08-2022
U0000989,Delhi,20-09-2022
U0000990,Lucknow,07-07-2022
U0000991,Surat,23-12-2022
U0000992,Ahmedabad,25-01-2021
U0000993,Bengaluru,05-06-2022
U0000994,Kolkata,16-05-2022
U0000995,Bengaluru,30-12-2022
U0000996,Mumbai,18-12-2022
U0000997,Bhopal,06-06-2022
U0000998,Mumbai,12-12-2022
U0000999,Patna,21-11-2021
