event_id,session_id,event_type,event_timestamp
E000000514,S00000457,add_to_cart,08-09-2023 23:05
E000000515,S00000458,pdp_view,04-02-2023 17:13
E000000516,S00000458,add_to_cart,04-02-2023 17:14
E000000517,S00000458,checkout_start,04-02-2023 17:16
E000000518,S00000458,payment_initiated,04-02-2023 17:17
E000000519,S00000458,order_placed,04-02-2023 17:18
E000000520,S00000460,pdp_view,24-09-2023 06:43
E000000521,S00000461,pdp_view,08-03-2023 04:45
E000000522,S00000462,pdp_view,01-03-2023 04:01
E000000523,S00000464,pdp_view,13-10-2023 10:23
E000000524,S00000466,pdp_view,31-05-2023 04:08
E000000525,S00000466,add_to_cart,31-05-2023 04:09
E000000526,S00000467,pdp_view,28-04-2023 07:06
E000000527,S00000468,pdp_view,19-09-2023 07:38
E000000528,S00000468,add_to_cart,19-09-2023 07:43
E000000529,S00000468,checkout_start,19-09-2023 07:45
E000000530,S00000468,payment_initiated,19-09-2023 07:47
E000000531,S00000468,order_placed,19-09-2023 07:48
E000000532,S00000469,pdp_view,06-04-2024 12:28
E000000533,S00000471,pdp_view,21-10-2023 06:59
E000000534,S00000472,pdp_view,25-01-2024 20:32
E000000535,S00000472,add_to_cart,25-01-2024 20:35
E000000536,S00000472,checkout_start,25-01-2024 20:36
E000000537,S00000472,payment_initiated,25-01-2024 20:40
E000000538,S00000472,order_placed,25-01-2024 20:40
E000000539,S00000473,pdp_view,17-07-2023 13:35
E000000540,S00000475,pdp_view,02-05-2023 08:18
E000000541,S00000477,pdp_view,05-04-2024 18:56
E000000542,S00000477,add_to_cart,05-04-2024 19:01
E000000543,S00000478,pdp_view,11-05-2024 09:32
E000000544,S00000479,pdp_view,24-06-2023 09:31
E000000545,S00000480,pdp_view,18-04-2024 16:05
E000000546,S00000481,pdp_view,08-06-2023 16:40
E000000547,S00000482,pdp_view,10-01-2023 02:42
E000000548,S00000485,pdp_view,25-02-2024 08:05
E000000549,S00000486,pdp_view,26-07-2023 21:40
E000000550,S00000487,pdp_view,28-03-2023 16:13
E000000551,S00000488,pdp_view,12-02-2023 21:16
E000000552,S00000489,pdp_view,19-06-2024 04:50
E000000553,S00000489,add_to_cart,19-06-2024 04:55
E000000554,S00000490,pdp_view,09-02-2024 02:02
E000000555,S00000492,pdp_view,18-04-2023 09:21
E000000556,S00000493,pdp_view,20-02-2024 00:07
E000000557,S00000495,pdp_view,26-04-2024 01:39
E000000558,S00000496,pdp_view,17-11-2023 19:22
E000000559,S00000496,add_to_cart,17-11-2023 19:25
E000000560,S00000496,checkout_start,17-11-2023 19:28
E000000561,S00000496,payment_initiated,17-11-2023 19:29
E000000562,S00000496,order_placed,17-11-2023 19:29
E000000563,S00000498,pdp_view,05-10-2023 23:57
E000000564,S00000499,pdp_view,31-12-2023 12:14
E000000565,S00000499,add_to_cart,31-12-2023 12:15
E000000566,S00000499,checkout_start,31-12-2023 12:16
E000000567,S00000499,payment_initiated,31-12-2023 12:18
E000000568,S00000499,order_placed,31-12-2023 12:18
E000000569,S00000501,pdp_view,23-06-2023 00:17
E000000570,S00000501,add_to_cart,23-06-2023 00:20
E000000571,S00000503,pdp_view,09-10-2023 08:37
E000000572,S00000505,pdp_view,29-09-2023 04:13
E000000573,S00000505,add_to_cart,29-09-2023 04:14
E000000574,S00000506,pdp_view,31-05-2023 02:32
E000000575,S00000508,pdp_view,22-11-2023 20:00
E000000576,S00000508,add_to_cart,22-11-2023 20:04
E000000577,S00000509,pdp_view,08-03-2023 20:50
E000000578,S00000514,pdp_view,07-06-2024 10:16
E000000579,S00000516,pdp_view,28-12-2023 07:50
E000000580,S00000517,pdp_view,19-05-2023 19:21
E000000581,S00000519,pdp_view,07-02-2023 08:48
E000000582,S00000521,pdp_view,23-08-2023 12:25
E000000583,S00000521,add_to_cart,23-08-2023 12:30
E000000584,S00000523,pdp_view,19-01-2023 11:18
E000000585,S00000523,add_to_cart,19-01-2023 11:21
E000000586,S00000523,checkout_start,19-01-2023 11:22
E000000587,S00000523,payment_initiated,19-01-2023 11:25
E000000588,S00000523,order_placed,19-01-2023 11:26
E000000589,S00000525,pdp_view,09-04-2023 10:41
E000000590,S00000527,pdp_view,22-01-2023 15:51
E000000591,S00000528,pdp_view,20-06-2024 12:03
E000000592,S00000529,pdp_view,01-08-2023 22:08
E000000593,S00000530,pdp_view,03-09-2023 20:11
E000000594,S00000533,pdp_view,21-06-2024 06:41
E000000595,S00000534,pdp_view,08-07-2023 21:41
E000000596,S00000536,pdp_view,04-05-2023 17:41
E000000597,S00000537,pdp_view,22-04-2024 00:20
E000000598,S00000542,pdp_view,07-09-2023 14:57
E000000599,S00000543,pdp_view,07-09-2023 21:37
E000000600,S00000544,pdp_view,12-01-2024 08:36
E000000601,S00000544,add_to_cart,12-01-2024 08:38
E000000602,S00000544,checkout_start,12-01-2024 08:39
E000000603,S00000544,payment_initiated,12-01-2024 08:41
E000000604,S00000544,order_placed,12-01-2024 08:41
E000000605,S00000545,pdp_view,10-03-2024 06:06
E000000606,S00000546,pdp_view,19-01-2023 06:14
E000000607,S00000546,add_to_cart,19-01-2023 06:15
E000000608,S00000546,checkout_start,19-01-2023 06:18
E000000609,S00000549,pdp_view,07-09-2023 15:17
E000000610,S00000550,pdp_view,17-06-2024 07:35
E000000611,S00000551,pdp_view,31-01-2024 17:17
E000000612,S00000552,pdp_view,28-10-2023 10:44
E000000613,S00000553,pdp_view,11-04-2023 15:27
E000000614,S00000556,pdp_view,03-03-2024 10:06
E000000615,S00000557,pdp_view,01-06-2024 10:03
E000000616,S00000559,pdp_view,16-02-2023 13:04
E000000617,S00000560,pdp_view,28-04-2023 10:07
E000000618,S00000561,pdp_view,30-09-2023 23:45
E000000619,S00000562,pdp_view,08-02-2024 05:57
E000000620,S00000562,add_to_cart,08-02-2024 05:59
E000000621,S00000562,checkout_start,08-02-2024 06:01
E000000622,S00000563,pdp_view,17-12-2023 03:44
E000000623,S00000563,add_to_cart,17-12-2023 03:47
E000000624,S00000563,checkout_start,17-12-2023 03:47
E000000625,S00000564,pdp_view,19-09-2023 19:39
E000000626,S00000567,pdp_view,23-08-2023 07:42
E000000627,S00000567,add_to_cart,23-08-2023 07:46
E000000628,S00000568,pdp_view,24-06-2024 11:30
E000000629,S00000569,pdp_view,30-08-2023 12:56
E000000630,S00000569,add_to_cart,30-08-2023 12:59
E000000631,S00000570,pdp_view,15-03-2023 13:59
E000000632,S00000570,add_to_cart,15-03-2023 14:03
E000000633,S00000570,checkout_start,15-03-2023 14:05
E000000634,S00000570,payment_initiated,15-03-2023 14:08
E000000635,S00000570,order_placed,15-03-2023 14:09
E000000636,S00000572,pdp_view,06-04-2023 03:52
E000000637,S00000572,add_to_cart,06-04-2023 03:55
E000000638,S00000572,checkout_start,06-04-2023 03:56
E000000639,S00000573,pdp_view,13-10-2023 16:12
E000000640,S00000576,pdp_view,15-08-2023 08:06
E000000641,S00000579,pdp_view,18-06-2023 18:32
E000000642,S00000579,add_to_cart,18-06-2023 18:35
E000000643,S00000580,pdp_view,05-05-2024 18:18
E000000644,S00000580,add_to_cart,05-05-2024 18:19
E000000645,S00000580,checkout_start,05-05-2024 18:20
E000000646,S00000580,payment_initiated,05-05-2024 18:23
E000000647,S00000580,order_placed,05-05-2024 18:23
E000000648,S00000581,pdp_view,07-06-2023 01:00
E000000649,S00000585,pdp_view,22-09-2023 22:08
E000000650,S00000585,add_to_cart,22-09-2023 22:10
E000000651,S00000586,pdp_view,20-03-2024 04:39
E000000652,S00000587,pdp_view,19-07-2023 20:56
E000000653,S00000588,pdp_view,06-08-2023 12:14
E000000654,S00000593,pdp_view,20-03-2024 04:18
E000000655,S00000595,pdp_view,06-02-2023 13:47
E000000656,S00000595,add_to_cart,06-02-2023 13:52
E000000657,S00000596,pdp_view,04-03-2024 12:04
E000000658,S00000597,pdp_view,22-05-2024 19:42
E000000659,S00000597,add_to_cart,22-05-2024 19:46
E000000660,S00000597,checkout_start,22-05-2024 19:47
E000000661,S00000597,payment_initiated,22-05-2024 19:51
E000000662,S00000597,order_placed,22-05-2024 19:51
E000000663,S00000598,pdp_view,22-03-2024 06:28
E000000664,S00000598,add_to_cart,22-03-2024 06:33
E000000665,S00000600,pdp_view,12-01-2023 07:41
E000000666,S00000601,pdp_view,02-08-2023 07:52
E000000667,S00000602,pdp_view,08-12-2023 18:06
E000000668,S00000603,pdp_view,16-04-2024 00:43
E000000669,S00000605,pdp_view,18-11-2023 15:55
E000000670,S00000606,pdp_view,15-03-2024 05:29
E000000671,S00000608,pdp_view,18-02-2024 08:40
E000000672,S00000609,pdp_view,01-01-2024 09:31
E000000673,S00000613,pdp_view,14-12-2023 17:29
E000000674,S00000615,pdp_view,07-04-2024 03:20
E000000675,S00000615,add_to_cart,07-04-2024 03:23
E000000676,S00000615,checkout_start,07-04-2024 03:24
E000000677,S00000615,payment_initiated,07-04-2024 03:25
E000000678,S00000615,order_placed,07-04-2024 03:26
E000000679,S00000617,pdp_view,12-04-2023 23:05
E000000680,S00000618,pdp_view,11-06-2024 17:58
E000000681,S00000619,pdp_view,20-06-2024 19:31
E000000682,S00000620,pdp_view,04-02-2023 19:47
E000000683,S00000620,add_to_cart,04-02-2023 19:50
E000000684,S00000621,pdp_view,23-05-2023 11:25
E000000685,S00000623,pdp_view,13-03-2023 18:13
E000000686,S00000624,pdp_view,31-07-2023 01:36
E000000687,S00000624,add_to_cart,31-07-2023 01:40
E000000688,S00000624,checkout_start,31-07-2023 01:41
E000000689,S00000624,payment_initiated,31-07-2023 01:42
E000000690,S00000624,order_placed,31-07-2023 01:42
E000000691,S00000626,pdp_view,29-05-2023 18:57
E000000692,S00000626,add_to_cart,29-05-2023 19:00
E000000693,S00000626,checkout_start,29-05-2023 19:02
E000000694,S00000626,payment_initiated,29-05-2023 19:03
E000000695,S00000626,order_placed,29-05-2023 19:04
E000000696,S00000628,pdp_view,09-10-2023 07:52
E000000697,S00000631,pdp_view,20-09-2023 08:53
E000000698,S00000633,pdp_view,26-05-2023 12:15
E000000699,S00000634,pdp_view,03-04-2023 22:10
E000000700,S00000635,pdp_view,25-02-2023 07:01
E000000701,S00000636,pdp_view,07-06-2023 21:20
E000000702,S00000637,pdp_view,28-06-2023 15:01
E000000703,S00000639,pdp_view,27-11-2023 09:59
E000000704,S00000640,pdp_view,23-02-2023 23:12
E000000705,S00000640,add_to_cart,23-02-2023 23:17
E000000706,S00000640,checkout_start,23-02-2023 23:18
E000000707,S00000640,payment_initiated,23-02-2023 23:20
E000000708,S00000640,order_placed,23-02-2023 23:21
E000000709,S00000642,pdp_view,29-12-2023 20:43
E000000710,S00000643,pdp_view,02-12-2023 10:35
E000000711,S00000644,pdp_view,03-09-2023 02:34
E000000712,S00000644,add_to_cart,03-09-2023 02:36
E000000713,S00000644,checkout_start,03-09-2023 02:37
E000000714,S00000644,payment_initiated,03-09-2023 02:40
E000000715,S00000644,order_placed,03-09-2023 02:41
E000000716,S00000646,pdp_view,20-08-2023 19:38
E000000717,S00000648,pdp_view,22-03-2023 04:55
E000000718,S00000650,pdp_view,28-11-2023 13:37
E000000719,S00000651,pdp_view,05-06-2023 19:06
E000000720,S00000653,pdp_view,21-05-2023 03:02
E000000721,S00000654,pdp_view,20-02-2024 18:03
E000000722,S00000655,pdp_view,15-12-2023 13:22
E000000723,S00000655,add_to_cart,15-12-2023 13:27
E000000724,S00000656,pdp_view,17-02-2023 21:50
E000000725,S00000658,pdp_view,03-06-2023 00:59
E000000726,S00000659,pdp_view,17-07-2023 23:39
E000000727,S00000661,pdp_view,10-05-2023 05:16
E000000728,S00000662,pdp_view,12-07-2023 01:50
E000000729,S00000662,add_to_cart,12-07-2023 01:54
E000000730,S00000663,pdp_view,30-07-2023 04:41
E000000731,S00000664,pdp_view,13-10-2023 02:14
E000000732,S00000664,add_to_cart,13-10-2023 02:17
E000000733,S00000664,checkout_start,13-10-2023 02:19
E000000734,S00000664,payment_initiated,13-10-2023 02:22
E000000735,S00000664,order_placed,13-10-2023 02:23
E000000736,S00000666,pdp_view,13-04-2024 10:20
E000000737,S00000668,pdp_view,07-02-2023 15:30
E000000738,S00000668,add_to_cart,07-02-2023 15:32
E000000739,S00000668,checkout_start,07-02-2023 15:33
E000000740,S00000668,payment_initiated,07-02-2023 15:34
E000000741,S00000668,order_placed,07-02-2023 15:34
E000000742,S00000669,pdp_view,18-02-2023 10:08
E000000743,S00000671,pdp_view,23-08-2023 05:36
E000000744,S00000671,add_to_cart,23-08-2023 05:37
E000000745,S00000672,pdp_view,22-11-2023 03:59
E000000746,S00000673,pdp_view,21-02-2023 02:50
E000000747,S00000674,pdp_view,26-04-2023 04:52
E000000748,S00000675,pdp_view,16-08-2023 18:32
E000000749,S00000676,pdp_view,28-07-2023 03:44
E000000750,S00000677,pdp_view,01-08-2023 20:57
E000000751,S00000678,pdp_view,18-06-2024 07:34
E000000752,S00000678,add_to_cart,18-06-2024 07:35
E000000753,S00000678,checkout_start,18-06-2024 07:37
E000000754,S00000678,payment_initiated,18-06-2024 07:40
E000000755,S00000678,order_placed,18-06-2024 07:41
E000000756,S00000680,pdp_view,08-06-2023 20:21
E000000757,S00000681,pdp_view,25-08-2023 00:35
E000000758,S00000681,add_to_cart,25-08-2023 00:38
E000000759,S00000682,pdp_view,17-05-2023 14:27
E000000760,S00000683,pdp_view,03-01-2024 14:18
E000000761,S00000685,pdp_view,07-01-2024 06:10
E000000762,S00000686,pdp_view,05-12-2023 19:19
E000000763,S00000686,add_to_cart,05-12-2023 19:20
E000000764,S00000690,pdp_view,06-04-2024 16:40
E000000765,S00000691,pdp_view,09-07-2023 20:47
E000000766,S00000692,pdp_view,15-09-2023 18:59
E000000767,S00000693,pdp_view,30-10-2023 01:42
E000000768,S00000694,pdp_view,09-03-2024 05:19
E000000769,S00000695,pdp_view,09-01-2023 04:04
E000000770,S00000696,pdp_view,03-05-2024 04:10
E000000771,S00000697,pdp_view,21-10-2023 05:45
E000000772,S00000698,pdp_view,26-08-2023 13:06
E000000773,S00000701,pdp_view,03-03-2023 18:00
E000000774,S00000701,add_to_cart,03-03-2023 18:02
E000000775,S00000701,checkout_start,03-03-2023 18:04
E000000776,S00000701,payment_initiated,03-03-2023 18:05
E000000777,S00000701,order_placed,03-03-2023 18:06
E000000778,S00000702,pdp_view,21-01-2023 10:47
E000000779,S00000703,pdp_view,03-03-2024 04:55
E000000780,S00000704,pdp_view,21-02-2023 12:29
E000000781,S00000704,add_to_cart,21-02-2023 12:33
E000000782,S00000704,checkout_start,21-02-2023 12:35
E000000783,S00000704,payment_initiated,21-02-2023 12:36
E000000784,S00000704,order_placed,21-02-2023 12:37
E000000785,S00000705,pdp_view,27-01-2023 06:46
E000000786,S00000705,add_to_cart,27-01-2023 06:47
E000000787,S00000707,pdp_view,06-03-2024 12:32
E000000788,S00000707,add_to_cart,06-03-2024 12:37
E000000789,S00000707,checkout_start,06-03-2024 12:37
E000000790,S00000707,payment_initiated,06-03-2024 12:38
E000000791,S00000707,order_placed,06-03-2024 12:39
E000000792,S00000709,pdp_view,28-11-2023 16:29
E000000793,S00000710,pdp_view,26-05-2024 17:09
E000000794,S00000711,pdp_view,14-02-2024 15:03
E000000795,S00000711,add_to_cart,14-02-2024 15:06
E000000796,S00000712,pdp_view,14-02-2023 14:48
E000000797,S00000713,pdp_view,07-10-2023 04:05
E000000798,S00000715,pdp_view,06-03-2023 00:15
E000000799,S00000716,pdp_view,01-06-2023 13:17
E000000800,S00000717,pdp_view,10-06-2024 10:45
E000000801,S00000718,pdp_view,09-10-2023 14:04
E000000802,S00000719,pdp_view,03-05-2024 11:27
E000000803,S00000720,pdp_view,07-01-2024 01:30
E000000804,S00000722,pdp_view,09-03-2023 23:31
E000000805,S00000724,pdp_view,28-06-2024 07:56
E000000806,S00000724,add_to_cart,28-06-2024 07:58
E000000807,S00000724,checkout_start,28-06-2024 07:59
E000000808,S00000724,payment_initiated,28-06-2024 07:59
E000000809,S00000724,order_placed,28-06-2024 08:00
E000000810,S00000725,pdp_view,23-10-2023 08:47
E000000811,S00000726,pdp_view,17-04-2023 00:23
E000000812,S00000727,pdp_view,06-03-2024 22:20
E000000813,S00000728,pdp_view,25-09-2023 20:04
E000000814,S00000730,pdp_view,06-07-2023 19:44
E000000815,S00000730,add_to_cart,06-07-2023 19:47
E000000816,S00000731,pdp_view,26-11-2023 05:42
E000000817,S00000732,pdp_view,25-05-2024 19:49
E000000818,S00000733,pdp_view,06-07-2023 17:30
E000000819,S00000735,pdp_view,17-01-2024 23:01
E000000820,S00000735,add_to_cart,17-01-2024 23:05
E000000821,S00000735,checkout_start,17-01-2024 23:08
E000000822,S00000737,pdp_view,28-02-2023 22:04
E000000823,S00000737,add_to_cart,28-02-2023 22:09
E000000824,S00000737,checkout_start,28-02-2023 22:09
E000000825,S00000738,pdp_view,16-01-2024 00:52
E000000826,S00000739,pdp_view,12-12-2023 23:10
E000000827,S00000740,pdp_view,18-02-2023 14:02
E000000828,S00000740,add_to_cart,18-02-2023 14:04
E000000829,S00000742,pdp_view,11-01-2024 05:29
E000000830,S00000742,add_to_cart,11-01-2024 05:30
E000000831,S00000742,checkout_start,11-01-2024 05:30
E000000832,S00000742,payment_initiated,11-01-2024 05:33
E000000833,S00000742,order_placed,11-01-2024 05:34
E000000834,S00000743,pdp_view,06-08-2023 21:25
E000000835,S00000745,pdp_view,24-05-2024 01:03
E000000836,S00000745,add_to_cart,24-05-2024 01:04
E000000837,S00000745,checkout_start,24-05-2024 01:06
E000000838,S00000746,pdp_view,17-07-2023 09:17
E000000839,S00000747,pdp_view,30-03-2023 02:04
E000000840,S00000747,add_to_cart,30-03-2023 02:05
E000000841,S00000748,pdp_view,04-05-2023 20:58
E000000842,S00000750,pdp_view,20-11-2023 07:23
E000000843,S00000750,add_to_cart,20-11-2023 07:28
E000000844,S00000750,checkout_start,20-11-2023 07:28
E000000845,S00000751,pdp_view,16-08-2023 05:30
E000000846,S00000752,pdp_view,30-04-2024 00:27
E000000847,S00000752,add_to_cart,30-04-2024 00:30
E000000848,S00000755,pdp_view,01-01-2023 05:59
E000000849,S00000759,pdp_view,31-08-2023 19:59
E000000850,S00000761,pdp_view,10-04-2023 02:03
E000000851,S00000761,add_to_cart,10-04-2023 02:07
E000000852,S00000761,checkout_start,10-04-2023 02:09
E000000853,S00000761,payment_initiated,10-04-2023 02:10
E000000854,S00000765,pdp_view,26-07-2023 17:41
E000000855,S00000766,pdp_view,08-04-2024 09:26
E000000856,S00000766,add_to_cart,08-04-2024 09:28
E000000857,S00000768,pdp_view,10-09-2023 10:52
E000000858,S00000768,add_to_cart,10-09-2023 10:56
E000000859,S00000768,checkout_start,10-09-2023 10:57
E000000860,S00000768,payment_initiated,10-09-2023 10:59
E000000861,S00000768,order_placed,10-09-2023 11:00
E000000862,S00000769,pdp_view,06-05-2023 02:31
E000000863,S00000769,add_to_cart,06-05-2023 02:34
E000000864,S00000770,pdp_view,18-01-2023 09:25
E000000865,S00000772,pdp_view,17-03-2024 01:33
E000000866,S00000772,add_to_cart,17-03-2024 01:34
E000000867,S00000772,checkout_start,17-03-2024 01:36
E000000868,S00000772,payment_initiated,17-03-2024 01:40
E000000869,S00000772,order_placed,17-03-2024 01:40
E000000870,S00000774,pdp_view,22-05-2023 02:46
E000000871,S00000775,pdp_view,03-04-2024 23:00
E000000872,S00000776,pdp_view,24-04-2023 12:17
E000000873,S00000777,pdp_view,10-03-2024 01:29
E000000874,S00000777,add_to_cart,10-03-2024 01:31
E000000875,S00000777,checkout_start,10-03-2024 01:33
E000000876,S00000778,pdp_view,24-04-2024 15:24
E000000877,S00000779,pdp_view,05-02-2023 23:40
E000000878,S00000779,add_to_cart,05-02-2023 23:44
E000000879,S00000781,pdp_view,28-03-2023 04:18
E000000880,S00000781,add_to_cart,28-03-2023 04:19
E000000881,S00000784,pdp_view,07-01-2023 01:19
E000000882,S00000784,add_to_cart,07-01-2023 01:22
E000000883,S00000784,checkout_start,07-01-2023 01:23
E000000884,S00000786,pdp_view,14-12-2023 22:36
E000000885,S00000788,pdp_view,17-04-2024 05:26
E000000886,S00000790,pdp_view,16-06-2024 22:13
E000000887,S00000792,pdp_view,06-09-2023 03:10
E000000888,S00000793,pdp_view,13-05-2023 16:48
E000000889,S00000794,pdp_view,12-01-2023 22:34
E000000890,S00000796,pdp_view,13-02-2023 04:06
E000000891,S00000798,pdp_view,18-01-2024 02:07
E000000892,S00000803,pdp_view,03-03-2023 10:43
E000000893,S00000804,pdp_view,04-01-2023 22:57
E000000894,S00000807,pdp_view,26-03-2024 07:03
E000000895,S00000808,pdp_view,30-07-2023 09:06
E000000896,S00000810,pdp_view,14-09-2023 04:57
E000000897,S00000811,pdp_view,28-09-2023 03:08
E000000898,S00000812,pdp_view,01-09-2023 11:33
E000000899,S00000813,pdp_view,08-12-2023 18:51
E000000900,S00000813,add_to_cart,08-12-2023 18:52
E000000901,S00000814,pdp_view,04-06-2023 18:08
E000000902,S00000814,add_to_cart,04-06-2023 18:12
E000000903,S00000816,pdp_view,27-04-2024 06:22
E000000904,S00000817,pdp_view,24-05-2024 17:23
E000000905,S00000818,pdp_view,16-02-2024 17:10
E000000906,S00000819,pdp_view,06-12-2023 10:33
E000000907,S00000819,add_to_cart,06-12-2023 10:36
E000000908,S00000819,checkout_start,06-12-2023 10:39
E000000909,S00000819,payment_initiated,06-12-2023 10:41
E000000910,S00000820,pdp_view,29-01-2023 16:22
E000000911,S00000821,pdp_view,12-12-2023 23:05
E000000912,S00000822,pdp_view,03-01-2023 14:35
E000000913,S00000823,pdp_view,22-04-2023 04:32
E000000914,S00000824,pdp_view,23-03-2024 10:06
E000000915,S00000824,add_to_cart,23-03-2024 10:10
E000000916,S00000825,pdp_view,28-09-2023 09:41
E000000917,S00000827,pdp_view,19-10-2023 04:07
E000000918,S00000829,pdp_view,23-06-2024 05:12
E000000919,S00000831,pdp_view,12-10-2023 11:51
E000000920,S00000831,add_to_cart,12-10-2023 11:54
E000000921,S00000832,pdp_view,03-05-2023 18:12
E000000922,S00000835,pdp_view,03-01-2023 12:34
E000000923,S00000836,pdp_view,02-05-2023 16:27
E000000924,S00000837,pdp_view,29-09-2023 06:26
E000000925,S00000838,pdp_view,10-03-2023 06:49
E000000926,S00000839,pdp_view,16-08-2023 18:42
E000000927,S00000840,pdp_view,18-02-2024 03:56
E000000928,S00000840,add_to_cart,18-02-2024 03:59
E000000929,S00000841,pdp_view,12-03-2023 18:28
E000000930,S00000841,add_to_cart,12-03-2023 18:32
E000000931,S00000841,checkout_start,12-03-2023 18:33
E000000932,S00000842,pdp_view,27-06-2024 13:22
E000000933,S00000842,add_to_cart,27-06-2024 13:23
E000000934,S00000842,checkout_start,27-06-2024 13:26
E000000935,S00000842,payment_initiated,27-06-2024 13:28
E000000936,S00000842,order_placed,27-06-2024 13:28
E000000937,S00000846,pdp_view,24-06-2024 07:08
E000000938,S00000846,add_to_cart,24-06-2024 07:11
E000000939,S00000848,pdp_view,28-11-2023 15:21
E000000940,S00000848,add_to_cart,28-11-2023 15:24
E000000941,S00000849,pdp_view,17-02-2023 04:41
E000000942,S00000851,pdp_view,07-12-2023 09:42
E000000943,S00000852,pdp_view,16-04-2024 22:54
E000000944,S00000854,pdp_view,18-02-2024 06:42
E000000945,S00000854,add_to_cart,18-02-2024 06:44
E000000946,S00000856,pdp_view,31-03-2023 18:43
E000000947,S00000856,add_to_cart,31-03-2023 18:45
E000000948,S00000856,checkout_start,31-03-2023 18:48
E000000949,S00000856,payment_initiated,31-03-2023 18:49
E000000950,S00000856,order_placed,31-03-2023 18:50
E000000951,S00000859,pdp_view,18-07-2023 00:03
E000000952,S00000859,add_to_cart,18-07-2023 00:04
E000000953,S00000859,checkout_start,18-07-2023 00:05
E000000954,S00000860,pdp_view,09-02-2024 22:36
E000000955,S00000861,pdp_view,09-01-2024 10:57
E000000956,S00000864,pdp_view,19-01-2023 03:34
E000000957,S00000867,pdp_view,16-02-2023 21:41
E000000958,S00000868,pdp_view,01-04-2024 07:33
E000000959,S00000869,pdp_view,10-06-2024 11:38
E000000960,S00000869,add_to_cart,10-06-2024 11:42
E000000961,S00000869,checkout_start,10-06-2024 11:45
E000000962,S00000869,payment_initiated,10-06-2024 11:49
E000000963,S00000869,order_placed,10-06-2024 11:50
E000000964,S00000870,pdp_view,05-07-2023 18:41
E000000965,S00000871,pdp_view,20-10-2023 07:36
E000000966,S00000873,pdp_view,25-09-2023 01:52
E000000967,S00000875,pdp_view,04-11-2023 07:25
E000000968,S00000876,pdp_view,08-09-2023 22:33
E000000969,S00000879,pdp_view,20-08-2023 23:20
E000000970,S00000880,pdp_view,02-01-2023 17:45
E000000971,S00000880,add_to_cart,02-01-2023 17:46
E000000972,S00000880,checkout_start,02-01-2023 17:49
E000000973,S00000884,pdp_view,22-04-2023 17:34
E000000974,S00000885,pdp_view,04-08-2023 05:48
E000000975,S00000887,pdp_view,18-09-2023 01:50
E000000976,S00000887,add_to_cart,18-09-2023 01:54
E000000977,S00000887,checkout_start,18-09-2023 01:56
E000000978,S00000888,pdp_view,28-04-2024 06:04
E000000979,S00000888,add_to_cart,28-04-2024 06:07
E000000980,S00000888,checkout_start,28-04-2024 06:08
E000000981,S00000888,payment_initiated,28-04-2024 06:09
E000000982,S00000889,pdp_view,19-02-2023 23:40
E000000983,S00000889,add_to_cart,19-02-2023 23:41
E000000984,S00000889,checkout_start,19-02-2023 23:43
E000000985,S00000889,payment_initiated,19-02-2023 23:46
E000000986,S00000889,order_placed,19-02-2023 23:47
E000000987,S00000891,pdp_view,27-09-2023 21:56
E000000988,S00000895,pdp_view,09-08-2023 18:46
E000000989,S00000896,pdp_view,01-06-2024 07:52
E000000990,S00000896,add_to_cart,01-06-2024 07:53
E000000991,S00000896,checkout_start,01-06-2024 07:56
E000000992,S00000896,payment_initiated,01-06-2024 07:59
E000000993,S00000896,order_placed,01-06-2024 08:00
E000000994,S00000897,pdp_view,16-03-2023 01:00
E000000995,S00000898,pdp_view,16-11-2023 22:44
E000000996,S00000901,pdp_view,20-08-2023 08:27
E000000997,S00000902,pdp_view,21-10-2023 05:56
E000000998,S00000903,pdp_view,21-06-2023 09:10
E000000999,S00000903,add_to_cart,21-06-2023 09:11
