session_id,user_id,device,channel,session_start_timestamp,session_end_timestamp,session_duration_sec
S00000333,U0091228,mobile,referral,26-11-2023 06:09,26-11-2023 06:09,7
S00000334,U0091228,mobile,paid_ads,16-10-2023 00:56,16-10-2023 00:57,77
S00000335,U0091228,tablet,organic,17-05-2024 20:53,17-05-2024 20:56,152
S00000336,U0063655,mobile,organic,20-07-2023 02:18,20-07-2023 02:22,233
S00000337,U0091228,mobile,referral,25-07-2023 20:00,25-07-2023 20:01,33
S00000338,U0091228,desktop,referral,10-07-2023 13:02,10-07-2023 13:07,278
S00000339,U0091228,desktop,direct,31-01-2024 23:00,31-01-2024 23:10,619
S00000340,U0091228,mobile,referral,20-02-2024 04:06,20-02-2024 04:09,165
S00000341,U0091228,mobile,direct,27-01-2024 17:33,27-01-2024 17:37,211
S00000342,U0091228,desktop,organic,13-08-2023 09:44,13-08-2023 09:47,204
S00000343,U0091228,mobile,organic,07-05-2023 01:02,07-05-2023 01:11,492
S00000344,U0091228,mobile,organic,19-05-2023 12:33,19-05-2023 12:36,185
S00000345,U0091228,mobile,organic,04-10-2023 11:35,04-10-2023 11:37,161
S00000346,U0091228,mobile,paid_ads,23-06-2024 04:08,23-06-2024 04:11,193
S00000347,U0091228,desktop,organic,15-07-2023 10:37,15-07-2023 10:39,138
S00000348,U0091228,tablet,direct,03-03-2023 19:47,03-03-2023 19:49,133
S00000349,U0091228,desktop,organic,07-03-2023 20:47,07-03-2023 20:53,336
S00000350,U0091228,desktop,paid_ads,14-01-2024 08:57,14-01-2024 09:01,243
S00000351,U0091228,desktop,paid_ads,04-03-2023 02:47,04-03-2023 02:56,562
S00000352,U0091228,tablet,paid_ads,30-06-2023 22:00,30-06-2023 22:05,269
S00000353,U0091228,desktop,paid_ads,12-11-2023 12:21,12-11-2023 12:25,209
S00000354,U0091228,mobile,paid_ads,14-03-2023 05:35,14-03-2023 05:37,103
S00000355,U0091228,desktop,paid_ads,14-07-2023 00:16,14-07-2023 00:17,81
S00000356,U0091228,mobile,direct,21-10-2023 02:00,21-10-2023 02:03,147
S00000357,U0091228,mobile,paid_ads,03-04-2024 02:10,03-04-2024 02:13,145
S00000358,U0091228,mobile,organic,01-07-2023 19:23,01-07-2023 19:26,179
S00000359,U0009744,mobile,paid_ads,23-04-2023 09:22,23-04-2023 09:23,66
S00000360,U0091228,mobile,organic,03-05-2024 01:31,03-05-2024 01:31,33
S00000361,U0091228,desktop,paid_ads,14-04-2023 01:32,14-04-2023 01:32,29
S00000362,U0091228,desktop,organic,08-02-2023 18:01,08-02-2023 18:14,800
S00000363,U0091228,mobile,direct,20-01-2024 21:13,20-01-2024 21:17,235
S00000364,U0091228,mobile,paid_ads,30-11-2023 03:05,30-11-2023 03:09,216
S00000365,U0091228,mobile,organic,06-08-2023 19:56,06-08-2023 20:07,651
S00000366,U0091228,tablet,organic,08-01-2024 00:45,08-01-2024 00:47,136
S00000367,U0091228,mobile,direct,22-10-2023 05:06,22-10-2023 05:15,525
S00000368,U0096653,tablet,organic,26-06-2024 14:56,26-06-2024 15:05,500
S00000369,U0091228,mobile,paid_ads,10-07-2023 20:39,10-07-2023 20:42,179
S00000370,U0091228,mobile,direct,18-03-2023 20:56,18-03-2023 21:00,198
S00000371,U0091228,desktop,organic,03-05-2024 15:36,03-05-2024 15:40,255
S00000372,U0091228,tablet,organic,02-06-2023 05:56,02-06-2023 06:00,216
S00000373,U0091228,mobile,paid_ads,27-10-2023 17:23,27-10-2023 17:25,122
S00000374,U0091228,mobile,paid_ads,26-07-2023 19:01,26-07-2023 19:01,24
S00000375,U0091228,mobile,organic,22-07-2023 15:35,22-07-2023 15:38,159
S00000376,U0042026,desktop,organic,11-03-2024 05:46,11-03-2024 05:50,214
S00000377,U0091228,mobile,organic,30-05-2024 08:34,30-05-2024 08:35,88
S00000378,U0091228,desktop,paid_ads,24-07-2023 04:14,24-07-2023 04:19,296
S00000379,U0039168,tablet,paid_ads,08-03-2023 00:52,08-03-2023 00:59,431
S00000380,U0091228,desktop,paid_ads,09-08-2023 16:18,09-08-2023 16:22,246
S00000381,U0091228,mobile,direct,24-08-2023 19:49,24-08-2023 19:52,139
S00000382,U0091228,mobile,organic,24-10-2023 17:41,24-10-2023 17:43,106
S00000383,U0091228,mobile,direct,29-03-2023 04:58,29-03-2023 04:59,86
S00000384,U0091228,mobile,referral,22-01-2024 20:03,22-01-2024 20:08,326
S00000385,U0091228,mobile,paid_ads,19-04-2023 02:19,19-04-2023 02:23,203
S00000386,U0091228,mobile,paid_ads,29-06-2024 02:22,29-06-2024 02:25,175
S00000387,U0091228,mobile,organic,03-02-2023 12:30,03-02-2023 12:34,239
S00000388,U0091228,mobile,direct,08-06-2023 08:54,08-06-2023 09:06,757
S00000389,U0091228,mobile,organic,13-03-2024 21:30,13-03-2024 21:32,121
S00000390,U0091228,desktop,organic,02-08-2023 01:04,02-08-2023 01:09,311
S00000391,U0050228,desktop,paid_ads,30-11-2023 17:09,30-11-2023 17:12,140
S00000392,U0091228,tablet,organic,01-04-2023 17:18,01-04-2023 17:20,99
S00000393,U0091228,mobile,paid_ads,26-11-2023 10:39,26-11-2023 10:43,220
S00000394,U0091228,mobile,referral,05-09-2023 03:29,05-09-2023 03:34,323
S00000395,U0057134,desktop,organic,02-03-2024 06:08,02-03-2024 06:09,95
S00000396,U0091228,mobile,referral,29-05-2023 18:19,29-05-2023 18:21,147
S00000397,U0009946,desktop,organic,17-07-2023 09:29,17-07-2023 09:29,14
S00000398,U0091228,mobile,referral,04-01-2023 19:03,04-01-2023 19:08,296
S00000399,U0091228,mobile,organic,03-05-2023 20:52,03-05-2023 20:55,135
S00000400,U0091228,desktop,organic,09-05-2024 18:47,09-05-2024 18:55,435
S00000401,U0091228,mobile,organic,28-09-2023 06:30,28-09-2023 06:33,174
S00000402,U0057134,tablet,paid_ads,10-05-2024 10:01,10-05-2024 10:02,54
S00000403,U0091228,mobile,paid_ads,21-05-2024 01:53,21-05-2024 01:53,41
S00000404,U0027286,mobile,referral,26-01-2024 20:56,26-01-2024 20:59,203
S00000405,U0091228,mobile,paid_ads,27-12-2023 17:32,27-12-2023 17:36,209
S00000406,U0091228,desktop,organic,14-02-2024 00:46,14-02-2024 00:48,170
S00000407,U0091228,mobile,paid_ads,20-10-2023 11:10,20-10-2023 11:10,11
S00000408,U0091228,desktop,direct,21-07-2023 21:57,21-07-2023 22:08,682
S00000409,U0029007,desktop,paid_ads,21-08-2023 15:13,21-08-2023 15:18,285
S00000410,U0091228,desktop,organic,26-10-2023 11:39,26-10-2023 11:44,293
S00000411,U0091228,mobile,organic,20-11-2023 13:12,20-11-2023 13:17,271
S00000412,U0091228,desktop,organic,07-12-2023 14:19,07-12-2023 14:25,394
S00000413,U0057134,desktop,paid_ads,27-03-2023 22:43,27-03-2023 22:44,57
S00000414,U0091228,mobile,organic,15-11-2023 02:17,15-11-2023 02:21,272
S00000415,U0091228,mobile,organic,22-04-2023 15:43,22-04-2023 15:45,121
S00000416,U0091228,mobile,organic,02-10-2023 20:48,02-10-2023 20:51,177
S00000417,U0091228,desktop,direct,27-07-2023 17:48,27-07-2023 17:53,264
S00000418,U0091228,mobile,paid_ads,02-01-2024 01:02,02-01-2024 01:10,469
S00000419,U0091228,desktop,organic,08-01-2024 03:12,08-01-2024 03:24,699
S00000420,U0091228,mobile,referral,21-09-2023 05:04,21-09-2023 05:04,34
S00000421,U0091228,desktop,paid_ads,02-07-2023 06:42,02-07-2023 06:43,54
S00000422,U0091228,desktop,organic,04-04-2024 13:21,04-04-2024 13:25,188
S00000423,U0091228,mobile,direct,23-04-2023 20:42,23-04-2023 20:51,514
S00000424,U0091228,mobile,paid_ads,25-03-2023 10:43,25-03-2023 10:45,134
S00000425,U0091228,mobile,direct,19-07-2023 15:04,19-07-2023 15:05,76
S00000426,U0091228,mobile,direct,10-11-2023 18:59,10-11-2023 19:01,106
S00000427,U0091228,mobile,paid_ads,10-12-2023 09:08,10-12-2023 09:11,170
S00000428,U0091228,mobile,paid_ads,24-08-2023 02:55,24-08-2023 02:58,127
S00000429,U0091228,mobile,organic,23-01-2024 09:01,23-01-2024 09:04,211
S00000430,U0091228,mobile,referral,25-04-2024 00:36,25-04-2024 00:38,110
S00000431,U0087687,mobile,referral,04-08-2023 21:20,04-08-2023 21:27,391
S00000432,U0091228,tablet,referral,27-11-2023 23:17,27-11-2023 23:20,179
S00000433,U0091228,mobile,paid_ads,02-06-2024 05:13,02-06-2024 05:14,50
S00000434,U0091228,mobile,organic,05-04-2023 21:45,05-04-2023 21:49,238
S00000435,U0091228,mobile,paid_ads,28-11-2023 20:05,28-11-2023 20:07,145
S00000436,U0084997,mobile,organic,17-11-2023 18:26,17-11-2023 18:26,23
S00000437,U0016194,desktop,organic,08-09-2023 05:49,08-09-2023 05:52,183
S00000438,U0091228,mobile,paid_ads,07-08-2023 14:57,07-08-2023 14:59,75
S00000439,U0091228,desktop,organic,18-03-2024 22:39,18-03-2024 22:42,182
S00000440,U0007700,mobile,paid_ads,16-02-2024 02:56,16-02-2024 02:59,184
S00000441,U0091228,tablet,referral,18-11-2023 20:33,18-11-2023 20:37,249
S00000442,U0091228,mobile,organic,15-12-2023 18:02,15-12-2023 18:13,682
S00000443,U0091228,desktop,organic,07-09-2023 02:44,07-09-2023 02:46,100
S00000444,U0091228,mobile,paid_ads,03-06-2023 01:45,03-06-2023 01:46,60
S00000445,U0091228,mobile,organic,18-05-2024 08:19,18-05-2024 08:28,539
S00000446,U0091228,mobile,paid_ads,09-06-2023 10:22,09-06-2023 10:26,218
S00000447,U0091228,desktop,paid_ads,02-02-2024 11:07,02-02-2024 11:15,459
S00000448,U0091228,mobile,organic,03-01-2024 10:56,03-01-2024 10:59,187
S00000449,U0091228,desktop,referral,24-05-2023 13:21,24-05-2023 13:32,688
S00000450,U0091228,desktop,direct,19-02-2023 12:35,19-02-2023 12:38,154
S00000451,U0091228,mobile,organic,21-05-2024 05:29,21-05-2024 05:38,551
S00000452,U0091228,mobile,organic,11-11-2023 16:29,11-11-2023 16:31,110
S00000453,U0091228,mobile,paid_ads,13-01-2023 10:49,13-01-2023 10:50,105
S00000454,U0091228,mobile,referral,12-07-2023 19:14,12-07-2023 19:16,139
S00000455,U0091228,desktop,organic,09-05-2023 14:56,09-05-2023 15:05,539
S00000456,U0074716,desktop,paid_ads,10-01-2023 00:06,10-01-2023 00:09,172
S00000457,U0091228,mobile,referral,08-09-2023 23:04,08-09-2023 23:09,283
S00000458,U0091228,desktop,direct,04-02-2023 17:13,04-02-2023 17:21,499
S00000459,U0091228,desktop,organic,20-10-2023 19:10,20-10-2023 19:13,228
S00000460,U0091228,mobile,referral,24-09-2023 06:41,24-09-2023 06:42,81
S00000461,U0091228,mobile,organic,08-03-2023 04:44,08-03-2023 04:46,82
S00000462,U0091228,mobile,organic,01-03-2023 03:59,01-03-2023 04:02,137
S00000463,U0091228,mobile,referral,18-02-2023 07:06,18-02-2023 07:10,205
S00000464,U0091228,mobile,organic,13-10-2023 10:22,13-10-2023 10:33,636
S00000465,U0091228,tablet,paid_ads,08-08-2023 10:43,08-08-2023 10:49,320
S00000466,U0091228,mobile,referral,31-05-2023 04:06,31-05-2023 04:09,183
S00000467,U0091228,desktop,referral,28-04-2023 07:04,28-04-2023 07:14,601
S00000468,U0091228,tablet,paid_ads,19-09-2023 07:36,19-09-2023 07:39,183
S00000469,U0091228,desktop,referral,06-04-2024 12:27,06-04-2024 12:29,155
S00000470,U0091228,mobile,organic,07-11-2023 10:07,07-11-2023 10:10,179
S00000471,U0091228,desktop,paid_ads,21-10-2023 06:57,21-10-2023 07:00,173
S00000472,U0091228,mobile,paid_ads,25-01-2024 20:31,25-01-2024 20:37,331
S00000473,U0091228,mobile,referral,17-07-2023 13:34,17-07-2023 13:37,124
S00000474,U0091228,mobile,paid_ads,20-06-2023 02:55,20-06-2023 02:58,221
S00000475,U0091228,mobile,paid_ads,02-05-2023 08:17,02-05-2023 08:19,138
S00000476,U0091228,desktop,referral,17-07-2023 01:13,17-07-2023 01:14,14
S00000477,U0091228,desktop,paid_ads,05-04-2024 18:55,05-04-2024 18:59,221
S00000478,U0091228,desktop,paid_ads,11-05-2024 09:30,11-05-2024 09:35,270
S00000479,U0091228,mobile,referral,24-06-2023 09:30,24-06-2023 09:31,100
S00000480,U0091228,mobile,paid_ads,18-04-2024 16:03,18-04-2024 16:06,155
S00000481,U0091228,desktop,paid_ads,08-06-2023 16:40,08-06-2023 16:46,408
S00000482,U0091228,tablet,paid_ads,10-01-2023 02:41,10-01-2023 02:45,205
S00000483,U0091228,desktop,paid_ads,19-04-2024 12:32,19-04-2024 12:38,323
S00000484,U0091228,desktop,organic,05-08-2023 14:16,05-08-2023 14:21,283
S00000485,U0091228,mobile,organic,25-02-2024 08:04,25-02-2024 08:13,547
S00000486,U0091228,desktop,referral,26-07-2023 21:39,26-07-2023 21:40,77
S00000487,U0091228,mobile,paid_ads,28-03-2023 16:11,28-03-2023 16:13,106
S00000488,U0091228,mobile,organic,12-02-2023 21:15,12-02-2023 21:17,140
S00000489,U0091228,mobile,organic,19-06-2024 04:50,19-06-2024 04:51,46
S00000490,U0091228,desktop,paid_ads,09-02-2024 02:00,09-02-2024 02:06,321
S00000491,U0091228,desktop,direct,09-02-2024 14:22,09-02-2024 14:35,769
S00000492,U0009946,mobile,paid_ads,18-04-2023 09:20,18-04-2023 09:27,400
S00000493,U0091228,tablet,paid_ads,20-02-2024 00:05,20-02-2024 00:07,151
S00000494,U0091228,mobile,organic,26-08-2023 08:39,26-08-2023 08:44,331
S00000495,U0091228,desktop,paid_ads,26-04-2024 01:39,26-04-2024 01:40,84
S00000496,U0091228,desktop,organic,17-11-2023 19:20,17-11-2023 19:22,101
S00000497,U0091228,mobile,referral,25-05-2024 14:04,25-05-2024 14:10,357
S00000498,U0091228,mobile,direct,05-10-2023 23:57,06-10-2023 00:01,244
S00000499,U0085469,mobile,direct,31-12-2023 12:13,31-12-2023 12:16,201
S00000500,U0091228,mobile,direct,10-10-2023 13:30,10-10-2023 13:30,9
S00000501,U0074716,mobile,referral,23-06-2023 00:15,23-06-2023 00:17,110
S00000502,U0091228,mobile,organic,20-04-2023 17:43,20-04-2023 17:45,118
S00000503,U0091228,mobile,paid_ads,09-10-2023 08:37,09-10-2023 08:37,36
S00000504,U0091228,mobile,organic,19-02-2023 13:55,19-02-2023 13:58,168
S00000505,U0091228,mobile,paid_ads,29-09-2023 04:12,29-09-2023 04:13,17
S00000506,U0091228,mobile,paid_ads,31-05-2023 02:31,31-05-2023 02:33,83
S00000507,U0091228,mobile,paid_ads,29-02-2024 23:38,29-02-2024 23:41,213
S00000508,U0091228,mobile,direct,22-11-2023 19:58,22-11-2023 20:00,116
S00000509,U0091228,desktop,organic,08-03-2023 20:49,08-03-2023 20:51,120
S00000510,U0091228,mobile,paid_ads,02-09-2023 18:48,02-09-2023 18:50,120
S00000511,U0091228,mobile,organic,24-03-2024 04:12,24-03-2024 04:13,90
S00000512,U0091228,desktop,organic,14-04-2024 08:19,14-04-2024 08:21,138
S00000513,U0091228,mobile,referral,21-06-2024 07:16,21-06-2024 07:16,47
S00000514,U0091228,mobile,direct,07-06-2024 10:15,07-06-2024 10:20,300
S00000515,U0091228,mobile,organic,26-06-2023 01:10,26-06-2023 01:14,235
S00000516,U0091228,mobile,paid_ads,28-12-2023 07:48,28-12-2023 07:52,242
S00000517,U0091228,mobile,direct,19-05-2023 19:20,19-05-2023 19:29,518
S00000518,U0091228,desktop,paid_ads,13-07-2023 07:28,13-07-2023 07:35,400
S00000519,U0091228,desktop,referral,07-02-2023 08:47,07-02-2023 08:50,204
S00000520,U0091228,mobile,organic,16-11-2023 07:23,16-11-2023 07:29,378
S00000521,U0091228,mobile,direct,23-08-2023 12:25,23-08-2023 12:35,592
S00000522,U0091228,mobile,organic,09-04-2023 17:44,09-04-2023 17:45,86
S00000523,U0026226,mobile,referral,19-01-2023 11:16,19-01-2023 11:18,151
S00000524,U0091228,desktop,organic,29-04-2023 03:25,29-04-2023 03:26,67
S00000525,U0091228,mobile,paid_ads,09-04-2023 10:39,09-04-2023 10:43,209
S00000526,U0079573,mobile,referral,20-10-2023 01:50,20-10-2023 01:52,151
S00000527,U0091228,mobile,organic,22-01-2023 15:50,22-01-2023 15:57,436
S00000528,U0091228,mobile,direct,20-06-2024 12:02,20-06-2024 12:04,117
S00000529,U0091228,mobile,direct,01-08-2023 22:07,01-08-2023 22:15,488
S00000530,U0091228,tablet,direct,03-09-2023 20:09,03-09-2023 20:12,166
S00000531,U0074716,desktop,organic,28-01-2023 10:43,28-01-2023 10:47,251
S00000532,U0091228,mobile,organic,24-10-2023 20:49,24-10-2023 20:51,130
S00000533,U0091228,desktop,referral,21-06-2024 06:39,21-06-2024 06:52,749
S00000534,U0091228,mobile,paid_ads,08-07-2023 21:40,08-07-2023 21:43,138
S00000535,U0049162,mobile,referral,23-06-2023 06:36,23-06-2023 06:36,12
S00000536,U0091228,desktop,paid_ads,04-05-2023 17:39,04-05-2023 17:43,227
S00000537,U0091228,mobile,direct,22-04-2024 00:18,22-04-2024 00:25,377
S00000538,U0091228,desktop,paid_ads,09-06-2024 00:42,09-06-2024 00:48,359
S00000539,U0091228,tablet,direct,17-10-2023 18:05,17-10-2023 18:08,178
S00000540,U0091228,mobile,organic,05-08-2023 05:33,05-08-2023 05:36,200
S00000541,U0091228,mobile,paid_ads,12-03-2024 19:48,12-03-2024 19:54,363
S00000542,U0091228,desktop,direct,07-09-2023 14:57,07-09-2023 14:59,146
S00000543,U0091228,mobile,organic,07-09-2023 21:36,07-09-2023 21:40,269
S00000544,U0091228,desktop,referral,12-01-2024 08:35,12-01-2024 08:45,630
S00000545,U0091228,mobile,organic,10-03-2024 06:05,10-03-2024 06:07,131
S00000546,U0091228,mobile,direct,19-01-2023 06:12,19-01-2023 06:14,127
S00000547,U0091228,mobile,organic,30-05-2024 06:50,30-05-2024 06:53,169
S00000548,U0091228,mobile,direct,04-04-2024 06:41,04-04-2024 06:55,814
S00000549,U0091228,desktop,referral,07-09-2023 15:17,07-09-2023 15:23,333
S00000550,U0091228,mobile,organic,17-06-2024 07:34,17-06-2024 07:37,132
S00000551,U0039168,mobile,organic,31-01-2024 17:16,31-01-2024 17:18,148
S00000552,U0091228,mobile,paid_ads,28-10-2023 10:43,28-10-2023 10:47,215
S00000553,U0031031,mobile,referral,11-04-2023 15:25,11-04-2023 15:27,118
S00000554,U0091228,mobile,referral,18-03-2023 03:13,18-03-2023 03:15,152
S00000555,U0091228,mobile,organic,15-12-2023 13:39,15-12-2023 13:42,185
S00000556,U0091228,tablet,paid_ads,03-03-2024 10:05,03-03-2024 10:13,476
S00000557,U0091228,desktop,paid_ads,01-06-2024 10:01,01-06-2024 10:10,552
S00000558,U0091228,desktop,organic,18-05-2024 02:32,18-05-2024 02:44,715
S00000559,U0091228,mobile,organic,16-02-2023 13:04,16-02-2023 13:07,182
S00000560,U0017657,mobile,referral,28-04-2023 10:06,28-04-2023 10:09,177
S00000561,U0091228,mobile,referral,30-09-2023 23:43,30-09-2023 23:45,138
S00000562,U0091228,desktop,direct,08-02-2024 05:57,08-02-2024 05:59,139
S00000563,U0091228,mobile,referral,17-12-2023 03:42,17-12-2023 03:46,232
S00000564,U0091228,tablet,referral,19-09-2023 19:38,19-09-2023 19:41,186
S00000565,U0091228,mobile,direct,01-04-2023 20:01,01-04-2023 20:08,409
S00000566,U0091228,mobile,organic,10-04-2024 00:47,10-04-2024 00:50,162
S00000567,U0091228,mobile,organic,23-08-2023 07:41,23-08-2023 07:51,625
S00000568,U0091228,desktop,organic,24-06-2024 11:29,24-06-2024 11:32,193
S00000569,U0009744,desktop,paid_ads,30-08-2023 12:56,30-08-2023 12:56,15
S00000570,U0091228,mobile,paid_ads,15-03-2023 13:58,15-03-2023 14:01,156
S00000571,U0091228,mobile,direct,23-06-2024 11:58,23-06-2024 11:59,52
S00000572,U0091228,mobile,direct,06-04-2023 03:50,06-04-2023 03:59,535
S00000573,U0091228,desktop,paid_ads,13-10-2023 16:10,13-10-2023 16:16,309
S00000574,U0091228,mobile,paid_ads,03-05-2024 06:22,03-05-2024 06:25,207
S00000575,U0091228,mobile,direct,06-06-2023 07:15,06-06-2023 07:17,144
S00000576,U0091228,mobile,direct,15-08-2023 08:06,15-08-2023 08:09,182
S00000577,U0091228,desktop,organic,19-05-2023 16:06,19-05-2023 16:07,54
S00000578,U0091228,desktop,organic,25-05-2023 19:21,25-05-2023 19:31,621
S00000579,U0091228,mobile,direct,18-06-2023 18:31,18-06-2023 18:34,211
S00000580,U0091228,mobile,referral,05-05-2024 18:17,05-05-2024 18:18,61
S00000581,U0091228,tablet,organic,07-06-2023 00:59,07-06-2023 01:01,100
S00000582,U0091228,desktop,organic,25-01-2023 06:50,25-01-2023 07:01,640
S00000583,U0091228,desktop,paid_ads,12-11-2023 22:33,12-11-2023 22:36,198
S00000584,U0091228,desktop,organic,20-02-2023 18:51,20-02-2023 18:57,362
S00000585,U0091228,desktop,organic,22-09-2023 22:06,22-09-2023 22:09,142
S00000586,U0091228,desktop,referral,20-03-2024 04:37,20-03-2024 04:46,538
S00000587,U0091228,mobile,organic,19-07-2023 20:55,19-07-2023 20:58,195
S00000588,U0091228,mobile,direct,06-08-2023 12:12,06-08-2023 12:16,217
S00000589,U0091228,mobile,organic,21-10-2023 13:54,21-10-2023 13:57,179
S00000590,U0057134,desktop,organic,31-10-2023 17:35,31-10-2023 17:36,54
S00000591,U0009744,mobile,referral,25-11-2023 10:36,25-11-2023 10:36,34
S00000592,U0091228,desktop,paid_ads,09-06-2024 04:00,09-06-2024 04:03,169
S00000593,U0091228,mobile,organic,20-03-2024 04:18,20-03-2024 04:21,173
S00000594,U0091228,mobile,organic,15-05-2024 03:08,15-05-2024 03:09,73
S00000595,U0091228,desktop,organic,06-02-2023 13:47,06-02-2023 13:51,240
S00000596,U0091228,desktop,referral,04-03-2024 12:03,04-03-2024 12:08,329
S00000597,U0091228,desktop,paid_ads,22-05-2024 19:41,22-05-2024 19:44,151
S00000598,U0091228,desktop,organic,22-03-2024 06:28,22-03-2024 06:30,154
S00000599,U0091228,mobile,direct,05-09-2023 01:56,05-09-2023 02:00,245
S00000600,U0091228,desktop,paid_ads,12-01-2023 07:39,12-01-2023 07:43,244
S00000601,U0091228,mobile,paid_ads,02-08-2023 07:50,02-08-2023 07:50,9
S00000602,U0091228,desktop,paid_ads,08-12-2023 18:05,08-12-2023 18:08,226
S00000603,U0091228,desktop,organic,16-04-2024 00:42,16-04-2024 00:44,126
S00000604,U0091228,mobile,paid_ads,20-06-2023 06:16,20-06-2023 06:18,101
S00000605,U0091228,mobile,referral,18-11-2023 15:53,18-11-2023 15:55,96
S00000606,U0091228,desktop,paid_ads,15-03-2024 05:28,15-03-2024 05:29,106
S00000607,U0091228,mobile,organic,27-12-2023 09:50,27-12-2023 09:53,186
S00000608,U0091228,tablet,referral,18-02-2024 08:38,18-02-2024 08:48,589
S00000609,U0091228,mobile,referral,01-01-2024 09:31,01-01-2024 09:36,314
S00000610,U0091228,mobile,paid_ads,09-10-2023 02:28,09-10-2023 02:32,240
S00000611,U0091228,desktop,referral,08-10-2023 19:40,08-10-2023 19:49,585
S00000612,U0091228,mobile,referral,03-11-2023 09:34,03-11-2023 09:36,116
S00000613,U0091228,mobile,referral,14-12-2023 17:27,14-12-2023 17:29,131
S00000614,U0091228,mobile,referral,02-10-2023 08:57,02-10-2023 08:59,132
S00000615,U0091228,mobile,direct,07-04-2024 03:19,07-04-2024 03:26,436
S00000616,U0047844,tablet,organic,08-01-2023 19:28,08-01-2023 19:37,521
S00000617,U0091228,mobile,paid_ads,12-04-2023 23:04,12-04-2023 23:07,187
S00000618,U0091228,tablet,organic,11-06-2024 17:57,11-06-2024 17:59,100
S00000619,U0091228,tablet,direct,20-06-2024 19:30,20-06-2024 19:32,110
S00000620,U0091228,desktop,organic,04-02-2023 19:45,04-02-2023 19:56,643
S00000621,U0091228,mobile,paid_ads,23-05-2023 11:24,23-05-2023 11:27,151
S00000622,U0091228,tablet,paid_ads,04-10-2023 17:39,04-10-2023 17:42,186
S00000623,U0091228,desktop,direct,13-03-2023 18:13,13-03-2023 18:18,324
S00000624,U0091228,desktop,paid_ads,31-07-2023 01:35,31-07-2023 01:40,320
S00000625,U0059476,desktop,organic,05-01-2024 14:30,05-01-2024 14:35,315
S00000626,U0091228,mobile,organic,29-05-2023 18:57,29-05-2023 19:01,235
S00000627,U0075842,mobile,direct,22-11-2023 22:29,22-11-2023 22:37,485
S00000628,U0091228,mobile,organic,09-10-2023 07:51,09-10-2023 07:53,128
S00000629,U0091228,mobile,referral,19-04-2023 08:02,19-04-2023 08:04,122
S00000630,U0091228,tablet,paid_ads,25-11-2023 07:13,25-11-2023 07:14,27
S00000631,U0091228,desktop,referral,20-09-2023 08:51,20-09-2023 08:53,105
S00000632,U0091228,desktop,organic,06-04-2023 09:13,06-04-2023 09:20,408
S00000633,U0091228,mobile,paid_ads,26-05-2023 12:13,26-05-2023 12:15,118
S00000634,U0091228,desktop,direct,03-04-2023 22:08,03-04-2023 22:10,133
S00000635,U0091228,mobile,organic,25-02-2023 07:01,25-02-2023 07:03,119
S00000636,U0074716,desktop,direct,07-06-2023 21:19,07-06-2023 21:20,39
S00000637,U0091228,mobile,direct,28-06-2023 15:00,28-06-2023 15:02,145
S00000638,U0091228,mobile,organic,29-05-2024 00:32,29-05-2024 00:39,374
S00000639,U0091228,mobile,organic,27-11-2023 09:58,27-11-2023 09:59,58
S00000640,U0091228,desktop,direct,23-02-2023 23:11,23-02-2023 23:13,153
S00000641,U0091228,mobile,paid_ads,22-02-2023 05:54,22-02-2023 05:57,237
S00000642,U0091228,mobile,paid_ads,29-12-2023 20:42,29-12-2023 20:52,587
S00000643,U0091228,mobile,organic,02-12-2023 10:35,02-12-2023 10:36,101
S00000644,U0091228,mobile,paid_ads,03-09-2023 02:34,03-09-2023 02:40,371
S00000645,U0091228,mobile,organic,14-02-2023 04:56,14-02-2023 05:09,792
S00000646,U0091228,mobile,organic,20-08-2023 19:36,20-08-2023 19:44,489
S00000647,U0091228,mobile,paid_ads,04-04-2024 12:46,04-04-2024 12:49,187
S00000648,U0091228,mobile,organic,22-03-2023 04:53,22-03-2023 04:56,162
S00000649,U0091228,mobile,paid_ads,23-10-2023 12:46,23-10-2023 12:50,222
S00000650,U0009946,desktop,organic,28-11-2023 13:36,28-11-2023 13:46,613
S00000651,U0091228,desktop,organic,05-06-2023 19:04,05-06-2023 19:14,610
S00000652,U0091228,mobile,organic,22-01-2024 03:03,22-01-2024 03:10,379
S00000653,U0091228,mobile,organic,21-05-2023 03:02,21-05-2023 03:05,187
S00000654,U0091228,desktop,paid_ads,20-02-2024 18:02,20-02-2024 18:06,247
S00000655,U0091228,mobile,paid_ads,15-12-2023 13:20,15-12-2023 13:26,378
S00000656,U0091228,desktop,direct,17-02-2023 21:49,17-02-2023 21:53,236
S00000657,U0091228,mobile,referral,12-02-2023 06:37,12-02-2023 06:38,74
S00000658,U0091228,mobile,referral,03-06-2023 00:58,03-06-2023 01:01,184
S00000659,U0091228,mobile,referral,17-07-2023 23:37,17-07-2023 23:40,137
S00000660,U0091228,mobile,organic,17-01-2024 05:55,17-01-2024 05:55,28
S00000661,U0039168,desktop,direct,10-05-2023 05:14,10-05-2023 05:17,198
S00000662,U0091228,desktop,paid_ads,12-07-2023 01:49,12-07-2023 01:53,209
S00000663,U0091228,tablet,organic,30-07-2023 04:40,30-07-2023 04:53,742
S00000664,U0091228,mobile,direct,13-10-2023 02:13,13-10-2023 02:15,92
S00000665,U0093525,mobile,paid_ads,23-03-2023 13:08,23-03-2023 13:11,175
